"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","Sleeve","ProductType","SizeChart","SizeChartMessaging","Price","MasterPrice","SalePrice","MasterSalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","InspirationID","FOB","APS","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","dyoVersionProductID","dyoVersionInspirationID","Sizes"
"540340F","MP_2060","Offline","Chuck Taylor Wool","Blue","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Wool",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,10/01/13,"13 Holiday","Runout",554,,,,,,,,,"pending","N",,,"030,040,050"
"540339F","MP_2060","Offline","Chuck Taylor Wool","Black","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Wool",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,10/01/13,"13 Holiday","Runout",628,,,,,,,,,"pending","N",,,"030,040,050"
"540330F","FMP540330F","Offline","Chuck Taylor Wool","Whitecap","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Wool",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,10/01/13,"13 Holiday","Runout",382,,,,,,,,,"pending","N",,,"030,040,050"
"540319C","FMP540319C","Offline","Chuck Taylor Foil Polka Dots","White","Low","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,11/01/13,"13 Holiday","Runout",492,,,,,,,,,"pending","N",,,"030,040,050"
"540317C","MP_2081","Offline","Chuck Taylor Foil Polka Dots","Grey","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,70,,0,,,11/01/13,"13 Holiday","Runout",591,,,,,,,,,"pending","N",,,"030,040,050"
"540316C","MP_2081","Offline","Chuck Taylor Foil Polka Dots","Black","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,70,,0,,,11/01/13,"13 Holiday","Runout",566,,,,,,,,,"pending","N",,,"030,040,050"
"540315F","FMP540315F","Offline","Chuck Taylor All Star","White","Low","Cotton","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Heart Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,06/01/13,"13 Fall","Runout",431,,,,,,,,,"pending","N",,,"030,040,050"
"540314F","FMP540314F","Offline","Chuck Taylor All Star","Black","Low","Cotton","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Heart Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,06/01/13,"13 Fall","Runout",369,,,,,,,,,"pending","N",,,"030,040,050"
"540311C","FMP540311C","Offline","Chuck Taylor Wool Dainty","Brown","Low","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,10/01/13,"13 Holiday","Runout",135,,,,,,,,,"pending","N",,,"030,040,050"
"540310C","FMP540310C","Offline","Chuck Taylor Wool Dainty","Black","Low","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,10/01/13,"13 Holiday","Runout",172,,,,,,,,,"pending","N",,,"030,040,050"
"540298C","FMP540298C","Offline","Chuck Taylor Hi-Ness","Pinecone","X-Hi","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Hi-Ness",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,10/01/13,"13 Holiday","Runout",123,,,,,,,,,"pending","N",,,"030,040,050"
"540297C","FMP540297C","Offline","Chuck Taylor Hi-Ness","Black","X-Hi","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Hi-Ness",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,10/01/13,"13 Holiday","Runout",148,,,,,,,,,"pending","N",,,"030,040,050"
"540296C","FMP540296C","Offline","Chuck Taylor Elsie Rolldown X-Hi","Drizzle","X-Hi","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Women's Boots",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,10/01/13,"13 Holiday","Runout",148,,,,,,,,,"pending","N",,,"030,040,050"
"540295C","FMP540295C","Offline","Chuck Taylor Elsie Rolldown X-Hi","Pinecone","X-Hi","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Women's Boots",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,10/01/13,"13 Holiday","Runout",123,,,,,,,,,"pending","N",,,"030,040,050"
"540294C","FMP540294C","Offline","Chuck Taylor Elsie Rolldown X-Hi","Black","X-Hi","Suede","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Women's Boots",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,10/01/13,"13 Holiday","Runout",185,,,,,,,,,"pending","N",,,"030,040,050"
"540283F","FMP540283F","Offline","Chuck Taylor All Star","White/Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Animal Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,06/01/13,"13 Fall","Runout",387,,,,,,,,,"pending","N",,,"030,040,050"
"540279F","MP_2046","Offline","Chuck Taylor All Star Two Fold","Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Animal Print",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",323,,,,,,,,,"pending","N",,,"030,040,050"
"540278F","FMP540278F","Offline","Chuck Taylor All Star Double Tongue","Purple Cactus Flower","Low","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Animal Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,06/01/13,"13 Fall","Runout",232,,,,,,,,,"pending","N",,,"030,040,050"
"540276F","FMP540276F","Offline","Chuck Taylor All Star Multi Tongue","Black","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Animal Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,06/01/13,"13 Fall","Runout",258,,,,,,,,,"pending","N",,,"030,040,050"
"540275C","FMP540275C","Offline","Chuck Taylor All Star Bright","Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Bright",,"regular","Womens Size Chart","Runs true to size",,70,,0,,,06/01/13,"13 Fall","Runout",284,,,,,,,,,"pending","N",,,"030,040,050"
"540274C","FMP540274C","Offline","Chuck Taylor All Star Bright","Purple Cactus Flower","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Bright",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",129,,,,,,,,,"pending","N",,,"030,040,050"
"540273C","MP_2043","Offline","Chuck Taylor All Star Flashee","Gray Violet","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Animal Print",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",258,,,,,,,,,"pending","N",,,"030,040,050"
"540272C","MP_2043","Offline","Chuck Taylor All Star Flashee","Old Gold","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Animal Print",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",361,,,,,,,,,"pending","N",,,"030,040,050"
"540271C","FMP540271C","Offline","Chuck Taylor All Star Platform","Charcoal Gray","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",284,,,,,,,,,"pending","N",,,"030,040,050"
"540268C","FMP540268C","Offline","Chuck Taylor All Star Platform","Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,70,,0,,,06/01/13,"13 Fall","Runout",232,,,,,,,,,"pending","N",,,"030,040,050"
"540261C","FMP540261C","Offline","Chuck Taylor All Star Platform","Black","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,06/01/13,"13 Fall","Runout",310,,,,,,,,,"pending","N",,,"030,040,050"
"540259C","FMP540259C","Offline","Chuck Taylor All Star Platform","Fiery Coral","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",103,,,,,,,,,"pending","N",,,"030,040,050"
"540258C","FMP540258C","Offline","Chuck Taylor All Star Platform","Purple Cactus Flower","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,06/01/13,"13 Fall","Runout",129,,,,,,,,,"pending","N",,,"030,040,050"
"540256C","FMP540256C","Offline","Chuck Taylor All Star Platform","White","X-Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Platform",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,06/01/13,"13 Fall","Runout",155,,,,,,,,,"pending","N",,,"030,040,050"
"540252F","FMP540252F","Offline","Chuck Taylor Sparkle","Purple","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Sparkle",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,11/01/13,"13 Holiday","Runout",468,,,,,,,,,"pending","N",,,"030,040,050"
"540250F","MP_2061","Offline","Chuck Taylor Washed Neon","Green","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,12/01/13,"13 Holiday","Runout",320,,,,,,,,,"pending","N",,,"030,040,050"
"540249F","MP_2061","Offline","Chuck Taylor Washed Neon","Orange","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,12/01/13,"13 Holiday","Runout",343,,,,,,,,,"pending","N",,,"030,040,050"
"540248F","MP_2061","Offline","Chuck Taylor Washed Neon","Purple","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,12/01/13,"13 Holiday","Runout",629,,,,,,,,,"pending","N",,,"030,040,050"
"540247F","MP_2061","Offline","Chuck Taylor Washed Neon","Blue","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,12/01/13,"13 Holiday","Runout",571,,,,,,,,,"pending","N",,,"030,040,050"
"540246F","MP_2062","Offline","Chuck Taylor Washed Neon","Purple","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,12/01/13,"13 Holiday","Runout",663,,,,,,,,,"pending","N",,,"030,040,050"
"540245F","MP_2062","Offline","Chuck Taylor Washed Neon","Blue","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,12/01/13,"13 Holiday","Runout",629,,,,,,,,,"pending","N",,,"030,040,050"
"540244F","MP_2062","Offline","Chuck Taylor Washed Neon","Green","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,12/01/13,"13 Holiday","Runout",343,,,,,,,,,"pending","N",,,"030,040,050"
"540243F","MP_2062","Offline","Chuck Taylor Washed Neon","Orange","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,12/01/13,"13 Holiday","Runout",400,,,,,,,,,"pending","N",,,"030,040,050"
"540239F","FMP540239F","Offline","Chuck Taylor Multi Tongue","Grey","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Washed Neon",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,12/01/13,"13 Holiday","Runout",286,,,,,,,,,"pending","N",,,"030,040,050"
"540232C","FMP540232C","Offline","Chuck Taylor PU Rhinestone","Black Mono","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,80,,0,,,11/01/13,"13 Holiday","Runout",185,,,,,,,,,"pending","N",,,"030,040,050"
"540231C","MP_2082","Offline","Chuck Taylor PU Rhinestone","White","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,11/01/13,"13 Holiday","Runout",123,,,,,,,,,"pending","N",,,"030,040,050"
"540230C","MP_2082","Offline","Chuck Taylor PU Rhinestone","Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,11/01/13,"13 Holiday","Runout",222,,,,,,,,,"pending","N",,,"030,040,050"
"540228F","FMP540228F","Offline","Chuck Taylor Metallic ","Grey/Phantom","Low","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Chuck Taylor Hardware",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,07/01/13,"13 Fall","Runout",516,,,,,,,,,"pending","N",,,"030,040,050"
"540226F","MP_2084","Offline","Chuck Taylor Skulls","Purple","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,11/01/13,"13 Holiday","Runout",345,,,,,,,,,"pending","N",,,"030,040,050"
"540225F","MP_2084","Offline","Chuck Taylor Skulls","Black","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,11/01/13,"13 Holiday","Runout",492,,,,,,,,,"pending","N",,,"030,040,050"
"540224F","FMP540224F","Offline","Chuck Taylor Skulls","Black","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal                      ","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,11/01/13,"13 Holiday","Runout",431,,,,,,,,,"pending","N",,,"030,040,050"
"540223F","FMP540223F","Offline","Chuck Taylor Double Tongue","Black","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Rock Craftmanship",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,11/01/13,"13 Holiday","Runout",308,,,,,,,,,"pending","N",,,"030,040,050"
"540222C","FMP540222C","Offline","Chuck Taylor All Star Collar Studs","Black","Hi","Leather","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Collar Studs",,"regular","Womens Size Chart","Runs true to size",,100,,0,,,07/01/13,"13 Fall","Runout",323,,,,,,,,,"pending","N",,,"030,040,050"
"540221C","FMP540221C","Offline","Chuck Taylor All Star Collar Studs","Phantom","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Collar Studs",,"regular","Womens Size Chart","Runs true to size",,100,,0,,,07/01/13,"13 Fall","Runout",284,,,,,,,,,"pending","N",,,"030,040,050"
"540220C","MP_2037","Offline","Chuck Taylor All Star Collar Strap","Black","Hi","Leather","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Collar Studs",,"regular","Womens Size Chart","Runs true to size",,90,,0,,,08/01/13,"13 Fall","Runout",400,,,,,,,,,"pending","N",,,"030,040,050"
"540219C","MP_2037","Offline","Chuck Taylor All Star Collar Strap","Burgundy","Hi","Leather","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Collar Studs",,"regular","Womens Size Chart","Runs true to size",,90,,0,,,08/01/13,"13 Fall","Runout",229,,,,,,,,,"pending","N",,,"030,040,050"
"540218C","FMP540218C","Offline","Chuck Taylor All Star Double Zip","Burgundy","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Double Zip",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,08/01/13,"13 Fall","Runout",171,,,,,,,,,"pending","N",,,"030,040,050"
"540217C","FMP540217C","Offline","Chuck Taylor All Star Double Zip","Black","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Double Zip",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,08/01/13,"13 Fall","Runout",343,,,,,,,,,"pending","N",,,"030,040,050"
"539598C","FMP539598C","Offline","Chuck Taylor All Star Premium","White/Turtledove","Hi",,"Women","All Star","Sneakers","Chuck Taylor- Seasonal","Premium SMU",,"regular","Womens Size Chart","Runs true to size",,100,,0,,,05/01/13,"13 Summer","Runout",120,,,,,,,,,"pending","N",,,"030,040,050"
"539597C","FMP539597C","Offline","Chuck Taylor All Star Premium","Limestone/Turtledove/White","Hi",,"Women","All Star","Sneakers","Chuck Taylor- Seasonal","Premium SMU",,"regular","Womens Size Chart","Runs true to size",,100,,0,,,05/01/13,"13 Summer","Runout",100,,,,,,,,,"pending","N",,,"030,040,050"
"539596C","FMP539596C","Offline","Chuck Taylor All Star Premium",,,,"Women","All Star","Sneakers","Chuck Taylor- Seasonal","Premium SMU",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,05/01/13,"13 Summer","Runout",100,,,,,,,,,"pending","N",,,"030,040,050"
"539595C","FMP539595C","Offline","Chuck Taylor All Star Premium",,,,"Women","All Star","Sneakers","Chuck Taylor- Seasonal","Premium SMU",,"regular","Womens Size Chart","Runs true to size",,85,,0,,,05/01/13,"13 Summer","Runout",120,,,,,,,,,"pending","N",,,"030,040,050"
"537802C","FMP537802C","Online","Jack Purcell LP","Rose","Slip","Canvas","Women","JACK PURCELL","Sneakers","Jack Purcell?","Nordstrom",,"regular","Womens Size Chart","Runs true to size",,75,,0,,03/07/13,02/01/13,"13 Spring","Runout",68,,,,,,,,,,"N",,,"030,040,050"
"537412C","FMP537412C","Online","Jack Purcell Helen","White/Red","Low","Cotton","Women","JACK PURCELL","Sneakers","Jack Purcell?","Helen",,"regular","Womens Size Chart","Runs true to size",,80,,54.97,,,02/01/13,"13 Spring","Runout",98,,,,,,,,,,"N",,,"030,040,050"
"537228C","MP_1518","Online","Chuck Taylor All Star","Athletic Navy","XX-Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Extended Height",,"regular","Womens Size Chart","Runs true to size",,75,,0,,01/23/13,01/01/13,"13 Spring","Runout",295,,,,,,191970,"EE3A8C",,,"N",,,"030,040,050"
"537227C","MP_2072","Online","Chuck Taylor All Star","Natural","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",135,,,,,,,,,,"N",666666666,555555555,"030,040,050"
"537212C","FMP537212C","Online","Chuck Taylor All Star Multi Tongue","Lavendula","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,05/01/13,"13 Summer","Runout",100,,,,,,,,,,"N",,,"030,040,050"
"537198C","FMP537198C","Offline","Chuck Taylor All Star Zip Rand","N.Iron","Low","Denim","Women","All Star","Sneakers","Chuck Taylor- Seasonal","ZIp",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,01/01/13,"13 Spring","Runout",197,,,,,,,,,"pending","N",,,"030,040,050"
"537197C","FMP537197C","Offline","Chuck Taylor All Star Zip Rand","Carmine Rose","Low","Denim","Women","All Star","Sneakers","Chuck Taylor - Iterations","Zip",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,01/01/13,"13 Spring","Runout",172,,,,,,,,,"pending","N",,,"030,040,050"
"537191C","MP_2008","Offline","Chuck Taylor All Star Espadrille","Milk","Slip","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Espadrille",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,04/01/13,"13 Summer","Runout",180,,,,,,,,,"pending","N",,,"030,040,050"
"537164C","MP_1891","Online","Jack Purcell LP","Navy","Low","Linen","Women","JACK PURCELL","Sneakers","Jack Purcell?","Linen",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,02/01/13,"13 Spring","Runout",123,,,,,,"27408B",,,,"N",,,"030,040,050"
"537164C","MP_1891","Online","Jack Purcell LP","Navy","Low","Linen","Women","JACK PURCELL","Sneakers","Jack Purcell?","Linen",,"regular","Womens Size Chart","Runs true to size",,75,,0,,02/20/13,01/01/13,"13 Spring","Runout",123,,,,,,"27408B",,,,"N",,,"030,040,050"
"537162C","FMP537162C","Online","Jack Purcell Helen","Vaporous Gray/Multi","Low","Cotton","Women","JACK PURCELL","Sneakers","Jack Purcell?","Floral",,"regular","Womens Size Chart","Runs true to size",,70,,0,,,03/01/13,"13 Spring","Runout",86,,,,,,,,,,"N",,,"030,040,050"
"537161C","FMP537161C","Online","Jack Purcell Helen","Dark Navy/Multi","Low","Cotton","Women","JACK PURCELL","Sneakers","Jack Purcell?","Floral",,"regular","Womens Size Chart","Runs true to size",,70,,0,,03/29/13,03/01/13,"13 Spring","Runout",86,,,,,,,,,,"N",,,"030,040,050"
"537155F","MP_1638","Online","Chuck Taylor All Star Dainty","White","Low","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,02/01/13,"13 Spring","Runout",234,,,,,,"F8F8FF",,,,"N",,,"030,040,050"
"537154F","MP_1638","Online","Chuck Taylor All Star Dainty","Charcoal","Low","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,02/01/13,"13 Spring","Runout",308,,,,,,,,,,"N",,,"030,040,050"
"537153F","MP_1638","Online","Chuck Taylor All Star Dainty","Athletic Navy","Low","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,02/01/13,"13 Spring","Runout",172,,,,,,,,,,"N",,,"030,040,050"
"537150F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Pink","Slip","Textile","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/07/13,02/01/13,"13 Spring","Runout",172,,,,,,"FFC0CB",,,,"N",,,"030,040,050"
"537149F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Orange","Slip","Textile","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/07/13,02/01/13,"13 Spring","Runout",111,,,,,,"FFA54F",,,,"N",,,"030,040,050"
"537148F","MP_1884","Online","Chuck Taylor All Star Shoreline","Neon Blue","Slip","Textile","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/07/13,02/01/13,"13 Spring","Runout",148,,,,,,"87CEFF",,,,"N",,,"030,040,050"
"537147F","FMP537147F","Online","Chuck Taylor All Star","Natural","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",180,,,,,,,,,,"N",,,"030,040,050"
"537127F","FMP537127F","Offline","Chuck Taylor All Star Double Tongue","N. Iron","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Foil Tipped Linen",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,04/01/13,"13 Summer","Runout",150,,,,,,,,,"pending","N",,,"030,040,050"
"537126C","MP_2046","Online","Chuck Taylor All Star Two Fold","Egret","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Foil Tipped Linen",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,04/01/13,"13 Summer","Runout",180,,,,,,,,,,"N",,,"030,040,050"
"537125F","FMP537125F","Online","Chuck Taylor All Star","N. Iron","Low","Cotton","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Foil Tipped Linen",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,04/01/13,"13 Summer","Runout",160,,,,,,,,,,"N",,,"030,040,050"
"537124F","FMP537124F","Offline","Chuck Taylor All Star","Carmine Rose","Low","Cotton","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Foil Tipped Linen",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,04/01/13,"13 Summer","Runout",85,,,,,,,,,"pending","N",,,"030,040,050"
"537123F","FMP537123F","Online","Chuck Taylor All Star Shoreline","Natural","Slip","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",172,,,,,,,,,,"N",,,"030,040,050"
"537122F","FMP537122F","Offline","Chuck Taylor All Star Shoreline","Charcoal","Slip","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",135,,,,,,,,,"pending","N",,,"030,040,050"
"537119C","FMP537119C","Online","Chuck Taylor All Star Multi Tongue","Black/Multi","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Hyperculture Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,02/01/13,"13 Spring","Runout",300,,,,,,,,,,"N",,,"030,040,050"
"537118C","MP_2046","Online","Chuck Taylor All Star Two Fold","Black/Multi","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Hyperculture Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,02/07/13,02/01/13,"13 Spring","Runout",180,,,,,,,,,,"N",,,"030,040,050"
"537115F","FMP537115F","Online","Chuck Taylor All Star","Black","Hi","Cotton","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Crayon Hearts",,"regular","Womens Size Chart","Runs true to size",,60,,39.97,,01/14/13,12/01/12,"12 Holiday","Runout",295,,,,,,,,,,"N",,,"030,040,050"
"537114F","FMP537114F","Online","Chuck Taylor All Star","Lavendula","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",100,,,,,,,,,,"N",,,"030,040,050"
"537113F","FMP537113F","Online","Chuck Taylor All Star","Dark Denim","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",140,,,,,,,,,,"N",,,"030,040,050"
"537112C","MP_2072","Online","Chuck Taylor All Star","Dark Denim","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Floral Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,05/01/13,"13 Summer","Runout",140,,,,,,,,,,"N",,,"030,040,050"
"537111F","FMP537111F","Online","Chuck Taylor All Star","White/Multi","Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Hyperculture Print",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,02/01/13,"13 Spring","Runout",240,,,,,,,,,,"N",,,"030,040,050"
"537102C","MP_2036","Offline","Chuck Taylor All Star Boardwalk","Florida Keys","Low","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",74,,,,,,,,,"pending","N",,,"030,040,050"
