"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","Sleeve","ProductType","SizeChart","SizeChartMessaging","Price","MasterPrice","SalePrice","MasterSalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","InspirationID","FOB","APS","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","dyoVersionProductID","dyoVersionInspirationID","Sizes"
"537101C","MP_2036","Offline","Chuck Taylor All Star Boardwalk","Black","Low","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",222,,,,,,,,,"pending","N",,,"030,040,050"
"537100C","MP_2036","Offline","Chuck Taylor All Star Boardwalk","B. Blue","Low","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",98,,,,,,,,,"pending","N",,,"030,040,050"
"537099C","MP_2035","Offline","Chuck Taylor All Star Boardwalk","White","Low","Linen","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",295,,,,,,,,,"pending","N",,,"030,040,050"
"537098C","MP_2035","Offline","Chuck Taylor All Star Boardwalk","Cloud Gray","Low","Linen","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",135,,,,,,,,,"pending","N",,,"030,040,050"
"537097C","MP_2035","Offline","Chuck Taylor All Star Boardwalk","Black","Low","Linen","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Boardwalk",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",172,,,,,,,,,"pending","N",,,"030,040,050"
"537093F","MP_1904","Online","Chuck Taylor All Star Dainty Ballerina","White","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty Ballerina",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/28/13,02/01/13,"13 Spring","Runout",222,,,,,,"FFFFFF",,,,"N",,,"030,040,050"
"537091F","MP_1904","Online","Chuck Taylor All Star Dainty Ballerina","Cloud Gray","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty Ballerina",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/28/13,02/01/13,"13 Spring","Runout",345,,,,,,"D9D9D9",,,,"N",,,"030,040,050"
"537090F","MP_1904","Online","Chuck Taylor All Star Dainty Ballerina","Black","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Dainty Ballerina",,"regular","Womens Size Chart","Runs true to size",,50,,0,,03/28/13,02/01/13,"13 Spring","Runout",345,,,,,,0,,,,"N",,,"030,040,050"
"537089F","FMP537089F","Offline","Chuck Taylor All Star Shoreline","Lavendula","Slip","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",86,,,,,,,,,"pending","N",,,"030,040,050"
"537088F","FMP537088F","Online","Chuck Taylor All Star Shoreline","Dark Denim","Slip","Textile","Women","All Star","Sneakers","Chuck Taylor - Iterations","Floral Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,05/01/13,"13 Summer","Runout",148,,,,,,,,,,"N",,,"030,040,050"
"537084F","MP_1884","Online","Chuck Taylor All Star Shoreline","White","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",65,50,,0,,02/13/13,02/01/13,"13 Spring","Runout",345,,,,,,"FFFFFF",,,,"N",,,"030,040,050"
"537083F","MP_1884","Online","Chuck Taylor All Star Shoreline","Varsity Red","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",75,50,,0,,02/13/13,02/01/13,"13 Spring","Runout",222,,,,,,"DC143C",,,,"N",,,"030,040,050"
"537082F","MP_1884","Online","Chuck Taylor All Star Shoreline","Cloud Gray","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",45,50,,0,,02/13/13,02/01/13,"13 Spring","Runout",345,,,,,,"EBEBEB",,,,"N",,,"030,040,050"
"537081F","MP_1884","Online","Chuck Taylor All Star Shoreline","Black","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",55,50,,0,,02/13/13,02/01/13,"13 Spring","Runout",431,,,,,,0,,,,"N",,,"030,040,050"
"537080F","MP_1884","Online","Chuck Taylor All Star Shoreline","Athletic Navy","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Shoreline",,"regular","Womens Size Chart","Runs true to size",35,50,,0,,02/13/13,02/01/13,"13 Spring","Runout",308,,,,,,80,,,,"N",,,"030,040,050"
"537074C","FMP537074C","Offline","Chuck Taylor All Star Multi Tongue","Black","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Crayon Hearts Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,01/01/13,"13 Spring","Runout",369,,,,,,,,,"pending","N",,,"030,040,050"
"537073F","FMP537073F","Online","Chuck Taylor All Star","Varsity Red/Athletic Navy","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,02/01/13,"13 Spring","Runout",246,,,,,,,,,,"N",,,"030,040,050"
"537072F","FMP537072F","Offline","Chuck Taylor All Star","Lavendula/B.Blue","Low","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,60,,0,,,02/01/13,"13 Spring","Runout",172,,,,,,,,,"pending","N",,,"030,040,050"
"537070F","FMP537070F","Online","Chuck Taylor All Star","Varsity Red/Athletic Navy","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,02/01/13,"13 Spring","Runout",320,,,,,,,,,,"N",,,"030,040,050"
"537069F","FMP537069F","Offline","Chuck Taylor All Star","Lavendula/B.Blue","Hi","Textile","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Polka Dots",,"regular","Womens Size Chart","Runs true to size",,65,,0,,,02/01/13,"13 Spring","Runout",123,,,,,,,,,"pending","N",,,"030,040,050"
"537066F","FMP537066F","Online","Chuck Taylor All Star","White/Multi","Low","Canvas","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Hyperculture Print",,"regular","Womens Size Chart","Runs true to size",,55,,0,,,02/01/13,"13 Spring","Runout",360,,,,,,,,,,"N",,,"030,040,050"
"537065C","MP_2039","Offline","Chuck Taylor All Star Cutaway EVO","Jester Red","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Cutaway EVO",,"regular","Womens Size Chart","Runs true to size",,35,,0,,,02/01/13,"13 Spring","Runout",148,,,,,,,,,"pending","N",,,"030,040,050"
"537063C","MP_2044","Offline","Chuck Taylor All Star Gladiator","Neon Pink","Mid","Textile","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Gladiator",,"regular","Womens Size Chart","Runs true to size",,40,,0,,,02/01/13,"13 Spring","Runout",98,,,,,,,,,"pending","N",,,"030,040,050"
"537062C","MP_2044","Offline","Chuck Taylor All Star Gladiator","Neon Blue","Mid","Textile","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Gladiator",,"regular","Womens Size Chart","Runs true to size",,40,,0,,,02/01/13,"13 Spring","Runout",98,,,,,,,,,"pending","N",,,"030,040,050"
"537056C","MP_2008","Online","Chuck Taylor All Star Espadrille","Black","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Espadrille",,"regular","Womens Size Chart","Runs true to size",,45,,0,,,02/01/13,"13 Spring","Runout",148,,,,,,,,,,"N",,,"030,040,050"
"537053C","MP_2008","Offline","Chuck Taylor All Star Espadrille","Green","Slip","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Espadrille",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,04/01/13,"13 Summer","Runout",40,,,,,,,,,"pending","N",,,"030,040,050"
"537052C","MP_2008","Online","Chuck Taylor All Star Espadrille","Frost Gray","Slip","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Espadrille",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,04/01/13,"13 Summer","Runout",140,,,,,,,,,,"N",,,"030,040,050"
"537051C","MP_2008","Online","Chuck Taylor All Star Espadrille","Chocolate","Slip","Cotton","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Espadrille",,"regular","Womens Size Chart","Runs true to size",,50,,0,,,04/01/13,"13 Summer","Runout",100,,,,,,,,,,"N",,,"030,040,050"
"537050C","MP_2044","Online","Chuck Taylor All Star Gladiator","White","Mid","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Gladiator",,"regular","Womens Size Chart","Runs true to size",,40,,0,,,04/01/13,"13 Summer","Runout",320,,,,,,,,,,"N",,,"030,040,050"
"537049C","MP_2044","Online","Chuck Taylor All Star Gladiator","Black","Mid","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Gladiator",,"regular","Womens Size Chart","Runs true to size",,40,,0,,,04/01/13,"13 Summer","Runout",406,,,,,,,,,,"N",,,"030,040,050"
"537045C","MP_2039","Offline","Chuck Taylor All Star Cutaway EVO","White","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Cutaway EVO",,"regular","Womens Size Chart","Runs true to size",,35,,0,,,02/01/13,"13 Spring","Runout",234,,,,,,,,,"pending","N",,,"030,040,050"
"537044C","MP_2039","Offline","Chuck Taylor All Star Cutaway EVO","Dark Denim","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Cutaway EVO",,"regular","Womens Size Chart","Runs true to size",,35,,0,,,02/01/13,"13 Spring","Runout",212,,,,,,,,,"pending","N",,,"030,040,050"
"537032C","MP_2039","Offline","Chuck Taylor All Star Cutaway EVO","Black","Slip","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Cutaway EVO",,"regular","Womens Size Chart","Runs true to size",,35,,0,,,02/01/13,"13 Spring","Runout",289,,,,,,,,,"pending","N",,,"030,040,050"
"536487C","FMP536487C","Online","Chuck Taylor All Star XX-Hi","Grey/Animal Print","XX-Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Extended Height",,"regular","Womens Size Chart","Runs true to size",,80,,34.99,,11/13/12,10/01/12,"12 Holiday","Runout",,,,,,,,,,,"N",,,"030,040,050"
"536377C","FMP536377C","Online","Chuck Taylor All Star XX-Hi","Black/Animal Print","XX-Hi","Canvas","Women","All Star","Sneakers","Chuck Taylor - Iterations","Extended Height",,"regular","Womens Size Chart","Runs true to size",,80,,34.99,,11/09/12,10/01/12,"12 Holiday","Runout",,,,,,,,,,,"N",,,"030,040,050"
"535518C",,"Online","Design Your Own All Star Light","Your Choice","Low","Canvas","Women","CREATE","Sneakers","Converse Create Chuck Taylor?",,,"dyo","Womens Size Chart","Runs true to size",57,,57,0,,,,,"Runout",,"chuTayLigOx0904",24368,,,,,,,"pending","N",,,
"535420C","MP_1823","Online","Chuck Taylor Premium Wool Sequin","Black Sequin","Low","Wool","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Wool Sequins",,"regular","Womens Size Chart","Runs true to size",,100,,69.99,,11/08/12,10/01/12,"12 Holiday","Runout",246,,,,,,0,,,,"N",,,"030,040,050"
"5340693C","FMP5340693C","Offline","Women's License Plate  Vneck Tee","Vivid Viola",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",34,,,,,,,,"05340C","pending","N",,,"S,M,L,XL"
"5340472C","FMP5340472C","Offline","Women's License Plate Vneck Tee","Midnight Lake",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,11/01/13,"13 Holiday","Runout",40,,,,,,,,"05340C","pending","N",,,"S,M,L,XL"
"5340110C","FMP5340110C","Offline","Women's License Plate  Vneck Tee","Optic White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",23,,,,,,,,"05340C","pending","N",,,"S,M,L,XL"
"5340035C","FMP5340035C","Offline","Women's License Plate  Vneck Tee","Vintage Grey",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",26,,,,,,,,"05340C","pending","N",,,"S,M,L,XL"
"5340001C","FMP5340001C","Offline","Women's License Plate  Vneck Tee","Jet Black",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",34,,,,,,,,"05340C","pending","N",,,"S,M,L,XL"
"5339642C","FMP5339642C","Offline","Women's Sketched Crew Tee","Varsity Red",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",22,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5339385C","FMP5339385C","Offline","Women's Sketched Crew Tee","Morel Heather",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,11/01/13,"13 Holiday","Runout",51,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5339358C","FMP5339358C","Offline","Women's Sketched Crew Tee","Morel Heather",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",29,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5339110C","FMP5339110C","Offline","Women's Sketched Crew Tee","Optic White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",29,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5339001C","FMP5339001C","Offline","Women's Sketched Crew Tee","Jet Black",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",39,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5339001C","FMP5339001C","Offline","Women's Sketched Crew Tee","Jet Black",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",39,,,,,,,,"05339C","pending","N",,,"S,M,L,XL"
"5338472C","FMP5338472C","Offline","Women's Chuck Patch Crew Tee","Midnight Lake",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",20,,,,,,,,"05338C","pending","N",,,"S,M,L,XL"
"5338110C","FMP5338110C","Offline","Women's Chuck Patch Crew Tee","Optic White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",29,,,,,,,,"05338C","pending","N",,,"S,M,L,XL"
"5338035C","FMP5338035C","Offline","Women's Chuck Patch Crew Tee","Vintage Grey",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",27,,,,,,,,"05338C","pending","N",,,"S,M,L,XL"
"5338001C","FMP5338001C","Offline","Women's Chuck Patch Crew Tee","Jet Black",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,07/01/13,"13 Fall","Runout",32,,,,,,,,"05338C","pending","N",,,"S,M,L,XL"
"532235C","FMP532235C","Online","Chuck Taylor Moccasin Sneaker","Sassafras","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Moc Boot",,"regular","Womens Size Chart","Runs true to size",,70,,0,,11/20/12,10/01/12,"12 Holiday","Runout",140,,,,,,,,,,"N",,,"030,040,050"
"532210C","FMP532210C","Online","Chuck Taylor All Star Side Zip","Brown","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor- Seasonal","Dusty Suede",,"regular","Womens Size Chart","Runs true to size",,75,,29.99,,07/18/12,07/01/12,"12 Fall","Runout",117,,,,,,,,,,"N",,,"030,040,050"
"530110C","FMP530110C","Online","Chuck Taylor Playlite","Egret","Low","Canvas","Women",,"Sneakers","Chuck  Taylor- Extensions","Playlite",,"regular","Womens Size Chart","Runs true to size",,45,,0,,,,"12 Spring","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"530107C","FMP530107C","Online","Chuck Taylor Playlite","Black","Low","Canvas","Women",,"Sneakers","Chuck  Taylor- Extensions","Playlite",,"regular","Womens Size Chart","Runs true to size",,45,,0,,,,"12 Spring","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"529654C","FMP529654C","Online","Jack Purcell Helen Marimekko","Navy/Yellow","Low","Canvas","Women","JACK PURCELL","Sneakers","Jack Purcell","Marimekko",,"regular","Womens Size Chart","Runs true to size",,90,,39.99,,01/20/12,01/01/12,"12 Spring","Runout",153,,,,,,,,,,"N",,,"030,040,050"
"527924C","FMP527924C","Online","Chuck Taylor All Star XX-Hi","Charcoal","XX-Hi","Canvas","Women",,"Sneakers","Chuck Taylor - Iterations","Extended Heights",,"regular","Womens Size Chart","Runs true to size",,75,,0,,,,"11 Holiday","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"525937C","FMP525937C","Online","Chuck Taylor Andover Boot","Black","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Andover Boot",,"regular","Womens Size Chart","Runs true to size",,70,,29.99,,09/19/11,07/01/11,"11 Fall","Runout",240,,,,,,,,,,"N",,,"030,040,050"
"525936C","FMP525936C","Online","Chuck Taylor Andover Boot","Chocolate","Hi","Suede","Women","All Star","Sneakers","Chuck Taylor - Iterations","Andover Boot",,"regular","Womens Size Chart","Runs true to size",,70,,29.99,,09/19/11,07/01/11,"11 Fall","Runout",240,,,,,,,,,,"N",,,"030,040,050"
"522242F","FMP522242F","Online","Lady All Star","White","Low","Canvas","Women","All Star","Sneakers","Chuck  Taylor- Extensions","Lady All Star",,"regular","Womens Size Chart","Runs true to size",,50,,19.99,,02/11/11,02/01/11,"11 Spring","Runout",240,,,,,,,,"CX020-11S-746",,"N",,,"030,040,050"
"519203F","FMP519203F","Online","Chuck Taylor Dr. Seuss","White/Pink","Hi","Canvas","Women",,"Sneakers","Chuck Taylor - Collaborations","Seuss",,"regular","Womens Size Chart","Runs true to size",,65,,44.99,,,,"10 Holiday","Runout",,,,,,,,,,"pending","N",,,"030,040,050"
"5116903C","FMP5116903C","Offline","Women's Asymmetrical Full Zip Hoodie","Poseidon",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,78,,0,,,11/01/13,"13 Holiday","Runout",44,,,,,,,,"05116C","pending","N",,,"S,M,L,XL"
"5116522C","FMP5116522C","Offline","Women's Asymmetrical Full Zip Hoodie","Black Grape",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,78,,0,,,11/01/13,"13 Holiday","Runout",53,,,,,,,,"05116C","pending","N",,,"S,M,L,XL"
"5111035C","FMP5111035C","Offline","Women's Cargo Sherpa Hoodie Jacket ","Green",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,88,,0,,,12/01/13,"13 Holiday","Runout",25,,,,,,,,"05111C","pending","N",,,"S,M,L,XL"
"5111002C","FMP5111002C","Offline","Women's Cargo Sherpa Hoodie Jacket ","Phantom",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,88,,0,,,12/01/13,"13 Holiday","Runout",21,,,,,,,,"05111C","pending","N",,,"S,M,L,XL"
"5107648C","FMP5107648C","Offline","Women's Coated Pull Over Hoodie ","Burgundy",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,68,,0,,,11/01/13,"13 Holiday","Runout",26,,,,,,,,"05107C","pending","N",,,"S,M,L,XL"
"5107132C","FMP5107132C","Offline","Women's Coated Pull Over Hoodie ","Parchment",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,68,,0,,,11/01/13,"13 Holiday","Runout",26,,,,,,,,"05107C","pending","N",,,"S,M,L,XL"
"4862112C","FMP4862112C","Offline","Zip Pocket Moto Hoodie","Bone White",,,"Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",10,,,,,,,,,"pending","N",,,"S,M,L,XL"
"4862002C","FMP4862002C","Offline","Zip Pocket Moto Hoodie","Phantom",,,"Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",10,,,,,,,,,"pending","N",,,"S,M,L,XL"
"4814100C","FMP4814100C","Offline","Graphic Tee","Bright White",,,"Women",,"Apparel","Tees",,,"regular","Standard Size Chart",,,25,,0,,,02/01/13,"13 Spring","Runout",,,,,,,,,"04814C","pending","N",,,"S,M,L,XL"
"4677907C","FMP4677907C","Offline","Women's Funnel Neck Full Zip Hoodie","Vintage Indigo",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",24,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4677693C","FMP4677693C","Offline","Women's Funnel Neck Full Zip Hoodie","Vivid Viola",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",26,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4677035C","FMP4677035C","Offline","Women's Funnel Neck Full Zip Hoodie","Vintage Grey",,,"Women",,"Apparel","Jackets",,,"regular","Standard Size Chart",,,78,,0,,,07/01/13,"13 Fall","Runout",30,,,,,,,,"04677C","pending","N",,,"S,M,L,XL"
"4363410C","MP_2005","Online","Baja Beach Hoodie","Navy",,"Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",6,,,,,,,,,,"N",,,"S,M,L,XL"
"4363112C","MP_2005","Online","Baja Beach Hoodie","Bone White",,"Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,05/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"4185421C","MP_2055","Online","Drop Shoulder Hoodie","Dark Denim",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,04/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"4185035C","MP_2055","Online","Drop Shoulder Hoodie","Vintage Grey",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart",,,58,,0,,,04/01/13,"13 Summer","Runout",12,,,,,,,,,,"N",,,"S,M,L,XL"
"3366410C","FMP3366410C","Offline","French Henly Woven","Navy Heather",,,"Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,98,,0,,,02/01/13,"13 Spring","Runout",,,,,,,,,"03366C","pending","N",,,"S,M,L,XL"
"3209674C","MP_1895","Online","Hooded Anorak Jacket","Hibiscus",,"Cotton","Women",,"Apparel","Jackets",,,"regular","Standard Size Chart","Runs true to size",,98,,0,"Well Utilized. Two external pockets let you ditch your bag and keep the essentials at hand. Cropped silhouette, front zipper and button closure with drawstring cinching for a more fitted look. Made of dense cotton. 100% Cotton. Made in China. Machine wash cold, gentle cycle separately or with like colors, only non-chlorine bleach when needed, remove promptly, tumble dry low, warm iron if needed.",03/08/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03209C",,"N",,,"S,M,L,XL"
"3186463C","MP_2052","Online","Roll Sleeve Button Down","Sterling Blue",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,39.99,,03/20/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03186C",,"N",,,"S,M,L,XL"
"3186111C","MP_2052","Online","Roll Sleeve Button Down","Antique White/Multi",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,39.99,,03/20/13,03/01/13,"13 Spring","Runout",,,,,,,,,"03186C",,"N",,,"S,M,L,XL"
"3177509C","MP_1902","Online","Workwear Button Down","Plum Purple",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart",,,68,,49.99,,03/22/13,01/01/13,"13 Spring","Runout",,,,,,,,,"03177C",,"N",,,"S,M,L,XL"
"3177108C","MP_1902","Online","Workwear Button Down","Birch Plaid",,"Cotton","Women",,"Apparel","Shirts",,,"regular","Standard Size Chart","Runs true to size",,68,,49.99,"Get checked. Ladies western plaid long sleeve shirt with button closure and double breasted pockets. 100% cotton. Made in China. Machine wash cold.",02/06/13,01/01/13,"13 Spring","Runout",,,,,,,"FFFFFF",,"03177C",,"N",,,"S,M,L,XL"
"3158509C","MP_1862","Online","Cocoon Zip Hoodie","Plum Purple",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"7A378B",,"03158C",,"N",,,"S,M,L,XL"
"3158123C","MP_1862","Online","Cocoon Zip Hoodie","Vanilla Ice",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"FFFFFF",,"03158C",,"N",,,"S,M,L,XL"
"3158115C","MP_1862","Online","Cocoon Zip Hoodie","Snow Heather",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,"EAEAEA",,"03158C",,"N",,,"S,M,L,XL"
"3158002C","MP_1862","Online","Cocoon Zip Hoodie","Phantom",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,68,,49.97,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/23/13,02/01/13,"13 Spring","Runout",,,,,,,616161,,"03158C",,"N",,,"S,M,L,XL"
"3154509C","MP_1857","Online","Drape Front Zip Hoodie","Plum Purple",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,78,,54.99,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/17/13,01/01/13,"13 Spring","Runout",,,,,,,"8B008B",,"03154C",,"N",,,"S,M,L,XL"
"3154002C","MP_1857","Online","Drape Front Zip Hoodie","Phantom Black",,"100% Cotton","Women",,"Apparel","Hoodies",,,"regular","Standard Size Chart","Runs true to size",,78,,54.99,"Playing Favorites. This hoodie with a front zipper and front pockets plays well with others. 100% cotton. Made in China. Machine wash cold.",01/17/13,01/01/13,"13 Spring","Runout",,,,,,,0,,"03154C",,"N",,,"S,M,L,XL"
"2328C015","FMP2328C015","Online","Copley Studded Denim","Ice T Wash",,"Cotton & Spandex","Women",,"Apparel","Pants","Denim",,"regular","Standard Size Chart","Runs true to size",,128,,0,,,,"12 Fall","Runout",,,,,,,,,,"pending","N",,,"S,M,L,XL"
