SKU,MasterProductID,CurrentStatus,ProductName,Color,Cut,Material,Gender,BrandSegment,Pillar,MerchPlannerCategory,Collection,ProductType,SizeChart,SizeChartMessaging,Price,SalePrice,Description,ActualStartDate,TargetLaunchDate,InitialSeasonLaunch,LifeCycle,InitialPairsOrdered,NikeProductID,InstanceID,FOB,APS,ProdManOnly,MainColorHex,AccentColorHex,X Ref Style
136710C,MP_1849,Active,Chuck Taylor All Star Washed,beluga,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Washed,regular,Chuck Size Chart,Runs a half-size large,70,0,,01/22/13,01/01/13,13 Spring,Runout,677,,,,,FALSE,848484,,
136709C,MP_1914,Active,Converse by John Varvatos Star Player,Canteen,Low,Canvas,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,140,0,,03/28/13,03/01/13,13 Spring,Runout,73,,,,,FALSE,B0C4DE,,
136708C,MP_1914,Active,Converse by John Varvatos Star Player,Castlerock,Low,Canvas,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,140,0,,03/28/13,03/01/13,13 Spring,Runout,73,,,,,FALSE,8B7355,,
136707C,,Active,Chuck Taylor All Star Double Zip,Tarmac,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,Varvatos,regular,Chuck Size Chart,Runs a half-size large,150,0,,03/29/13,03/01/13,13 Spring,Runout,70,,,,,FALSE,,,
136706C,,Active,Chuck Taylor All Star Double Zip,Turtledove,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,Varvatos,regular,Chuck Size Chart,Runs a half-size large,150,0,,03/28/13,03/01/13,13 Spring,Runout,65,,,,,FALSE,,,
136705C,,Active,Chuck Taylor All Star Double Zip,Ombre Blue,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,Varvatos,regular,Chuck Size Chart,Runs a half-size large,150,0,,03/11/13,03/01/13,13 Spring,Runout,57,,,,,FALSE,,,
136704C,MP_1913,Active,Converse by John Varvatos Star Player,Coriander,Mid,Canvas,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,140,0,,03/29/13,03/01/13,13 Spring,Runout,55,,,,,FALSE,8B6914,,
136703C,,Pending,Chuck Taylor All Star Premium,Blue,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Washed,regular,Chuck Size Chart,Runs a half-size large,150,0,,,01/01/13,13 Spring,Runout,135,,,,,FALSE,,,
136702C,,Pending,Chuck Taylor All Star Premium,Black,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Washed,regular,Chuck Size Chart,Runs a half-size large,150,0,,,01/01/13,13 Spring,Runout,271,,,,,FALSE,,,
136701C,,Pending,Auckland Racer,Moonbeam/Faded Rose,Low,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Auckland Racer,regular,Standard Size Chart,Runs true to size,110,0,,,02/01/13,13 Spring,Runout,62,,,,,FALSE,,,
136700C,,Pending,Auckland Racer,Gray/Navy,Low,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Auckland Racer,regular,Standard Size Chart,Runs true to size,110,0,,,02/01/13,13 Spring,Runout,68,,,,,FALSE,,,
136698C,,Pending,Chuck Taylor All Star,Truteldove/Egret,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,,regular,Chuck Size Chart,Runs a half-size large,125,0,,,02/01/13,13 Spring,Runout,74,,,,,FALSE,,,
136696C,MP_1893,Active,Chuck Taylor All Star Premium,Mood Indigo,Low,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,Premium Leather,regular,Chuck Size Chart,Runs a half-size large,125,0,,03/07/13,02/01/13,13 Spring,Runout,62,,,,,FALSE,80,,
136695C,MP_1893,Active,Chuck Taylor All Star Premium,Faded Rose,Low,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Premium,Premium Leather,regular,Chuck Size Chart,Runs a half-size large,125,0,,03/15/13,02/01/13,13 Spring,Runout,43,,,,,FALSE,8B3626,,
136693C,MP_1849,Active,Chuck Taylor All Star Studded,Beluga,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Varvatos,Nailhead,regular,Chuck Size Chart,Runs a half-size large,170,0,,03/29/13,01/01/13,13 Spring,Runout,273,,,,,FALSE,282828,,
136692C,MP_1912,Active,Chuck Taylor All Star Zip Off,Beluga/Turtledove,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Varvatos,Nailhead,regular,Chuck Size Chart,Runs a half-size large,170,0,,03/29/13,01/01/13,13 Spring,Runout,271,,,,,FALSE,282828,,
136691C,MP_1912,Active,Chuck Taylor All Star Zip Off,Turtledove,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Varvatos,Nailhead,regular,Chuck Size Chart,Runs a half-size large,170,0,,03/29/13,01/01/13,13 Spring,Runout,197,,,,,FALSE,FFFFF0,,
136689C,MP_1903,Active,Converse by John Varvatos Star Player,Bombay Brown/Dark Denim/Turtledove,Low,Cotton,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,140,0,,03/22/13,03/01/13,13 Spring,Runout,54,,,,,FALSE,CD3700,473C8B,
136688C,,Active,Converse by John Varvatos Star Player,Beluga/Faded Rose/Turtledove,Low,Cotton,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,140,0,,,03/01/13,13 Spring,Runout,73,,,,,FALSE,,,
136687C,MP_1914,Active,Converse by John Varvatos Star Player,Turtledove,Low,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,150,0,,03/07/13,03/01/13,13 Spring,Runout,46,,,,,FALSE,FFFFFF,,
136686C,,Active,Converse by John Varvatos Weapon,Turtledove,Mid,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,170,0,,03/28/13,02/01/13,13 Spring,Runout,70,,,,,FALSE,,,
136685C,,Active,Converse by John Varvatos Weapon,Mood Indigo,Mid,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,170,0,,03/28/13,02/01/13,13 Spring,Runout,90,,,,,FALSE,,,
136684C,,Active,Converse by John Varvatos Weapon,Green,Mid,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,170,0,,03/28/13,02/01/13,13 Spring,Runout,90,,,,,FALSE,,,
136683C,,Active,Converse by John Varvatos Weapon,Faded Rose,Mid,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,170,0,,03/28/13,02/01/13,13 Spring,Runout,70,,,,,FALSE,,,
136682C,,Active,Converse by John Varvatos Weapon,Beluga,Mid,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,170,0,,03/28/13,02/01/13,13 Spring,Runout,100,,,,,FALSE,,,
136680C,,Active,Chuck Taylor All Star Double Zip,Black,Low,Leather,Mens,ALL STAR,Chuck Taylor,Varvatos,Leather,regular,Chuck Size Chart,Runs a half-size large,150,0,,,01/01/13,13 Spring,Runout,148,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136676C,MP_1891,Active,Jack Purcell Slip LP,Navy,Slip,Cotton,Womens,JACK PURCELL,Jack Purcell,Jack Purcell?,Stone Wash Textile,regular,Jack Size Chart,Runs true to size,75,0,,03/29/13,02/01/13,13 Spring,Runout,80,,,,,FALSE,104E8B,,
136670C,MP_1909,Active,Jack Purcell LTT,Vaporous Gray/Multi,Low,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Floral,regular,Jack Size Chart,Runs true to size,70,0,,03/28/13,03/01/13,13 Spring,Runout,98,,,,,FALSE,F7F7F7,,
136669C,MP_1909,Active,Jack Purcell LTT,Dark Navy/Multi,Low,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Floral,regular,Jack Size Chart,Runs true to size,70,0,,03/28/13,03/01/13,13 Spring,Runout,98,,,,,FALSE,483D8B,FFFFFF,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136657C,MP_1858,Active,Jack Purcell LP,Olive Drab,Low,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Salt Textile,regular,Jack Size Chart,Runs true to size,75,0,,,01/01/13,13 Spring,Runout,68,,,,,FALSE,808000,,
136656C,MP_1858,Active,Jack Purcell LP,N. Iron,Low,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Salt Textile,regular,Jack Size Chart,Runs true to size,75,0,,01/22/13,01/01/13,13 Spring,Runout,80,,,,,FALSE,595959,,
136648C,MP_1886,Active,Jack Purcell Boat LP,Navy,Low,Leather,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Boat Shoe,regular,Jack Size Chart,Runs true to size,100,0,,02/23/13,01/01/13,13 Spring,Runout,92,,,,,FALSE,27408B,,
136647C,MP_1886,Active,Jack Purcell Boat LP,Brown,Low,Leather,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Boat Shoe,regular,Jack Size Chart,Runs true to size,100,0,,02/15/13,01/01/13,13 Spring,Runout,92,,,,,FALSE,CD8500,,
136646C,MP_1892,Active,Jack Purcell CVO LP,White,Slip,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Salt Textile,regular,Jack Size Chart,Runs true to size,75,0,,03/07/13,02/01/13,13 Spring,Runout,62,,,,,FALSE,FFFFFF,,
136645C,MP_1892,Active,Jack Purcell CVO LP,Jester Red,Slip,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Salt Textile,regular,Jack Size Chart,Runs true to size,75,0,,03/07/13,02/01/13,13 Spring,Runout,43,,,,,FALSE,DC143C,,
136625C,MP_1906,Active,Chuck Taylor All Star Two Fold,White,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,0,,03/28/13,02/01/13,13 Spring,Runout,223,,,,,FALSE,FFFFFF,FF3E96,
136624C,MP_1906,Active,Chuck Taylor All Star Two Fold,Mirage Gray,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,60,0,,03/28/13,02/01/13,13 Spring,Runout,277,,,,,FALSE,E8E8E8,FF69B4,
136623F,MP_1898,Active,Chuck Taylor All Star,Neon Orange,Low,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,83,,,,,FALSE,FFD39B,,
136622F,MP_1897,Active,Chuck Taylor All Star,Neon Orange,Hi,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,66,,,,,FALSE,FFD39B,,
136616F,,Pending,Chuck Taylor All Star,Mirage Gray/White,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,60,0,,,03/01/13,13 Spring,Runout,400,,,,,FALSE,,,
136615F,,Pending,Chuck Taylor All Star,Jester Red/White,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,60,0,,,03/01/13,13 Spring,Runout,308,,,,,FALSE,,,
136613F,,Pending,Chuck Taylor All Star,Black/White,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Star Print,regular,Chuck Size Chart,Runs a half-size large,55,0,,,03/01/13,13 Spring,Runout,400,,,,,FALSE,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136596C,MP_1883,Active,Chuck Taylor All Star,Olive Branch CM,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Rock,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,02/07/13,01/01/13,13 Spring,Runout,222,,,,,FALSE,6B8E23,,
136595F,MP_1916,Active,Chuck Taylor All Star,Varsity Red/Sharp Green,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Hawaiian Print,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/29/13,03/01/13,13 Spring,Runout,123,,,,,FALSE,DC143C,,
136594F,MP_1916,Active,Chuck Taylor All Star,Black/Sharp Green,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Hawaiian Print,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/29/13,03/01/13,13 Spring,Runout,222,,,,,FALSE,0,,
136592C,MP_1905,Active,Chuck Taylor All Star Chuckout,Olive Drab,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/28/13,02/01/13,13 Spring,Runout,308,,,,,FALSE,6E8B3D,,
136591C,,Pending,Chuck Taylor All Star Chuckout,Charcoal Gray,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,431,,,,,FALSE,,,
136589C,MP_1905,Active,Chuck Taylor All Star Chuckout,Black,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/28/13,02/01/13,13 Spring,Runout,517,,,,,FALSE,0,,
136588C,,Active,Chuck Taylor All Star,Fernway Green,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,Green Day,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/21/13,01/01/13,13 Spring,Runout,1760,,,,,FALSE,,,
136587F,,Active,Chuck Taylor All Star Multi Tongue,White,Low,Textile,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/07/13,02/01/13,13 Spring,Runout,246,,,,,FALSE,,,
136586F,,Active,Chuck Taylor All Star Double Tongue,Black,Low,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Iterations,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,01/23/13,02/01/13,13 Spring,Runout,215,,,,,FALSE,,,
136585F,MP_1898,Active,Chuck Taylor All Star,Neon Yellow,Low,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,226,,,,,FALSE,FFF68F,,
136584F,MP_1898,Active,Chuck Taylor All Star,Neon Pink,Low,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,188,,,,,FALSE,FFAEB9,,
136583F,MP_1898,Active,Chuck Taylor All Star,Neon Blue,Low,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,50,0,,03/12/13,03/01/13,13 Spring,Runout,238,,,,,FALSE,A4D3EE,,
136582F,MP_1897,Active,Chuck Taylor All Star,Neon Yellow,Hi,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,164,,,,,FALSE,FFF68F,,
136581F,MP_1897,Active,Chuck Taylor All Star,Neon Pink,Hi,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,113,,,,,FALSE,FFB6C1,,
136580F,MP_1897,Active,Chuck Taylor All Star,Neon Blue,Hi,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Basic Washed Neons,regular,Chuck Size Chart,Runs a half-size large,55,0,,03/12/13,03/01/13,13 Spring,Runout,200,,,,,FALSE,B0E2FF,,
136576F,,Active,Chuck Taylor All Star Side Zip,Athletic Navy,Hi,Canvas,Womens,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Side Zip,regular,Chuck Size Chart,Runs a half-size large,60,0,,,01/01/13,13 Spring,Runout,197,,,,,FALSE,,,
136573F,MP_1864,Active,Chuck Taylor All Star Multi Tongue,Charcoal,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,01/01/13,13 Spring,Runout,234,,,,,FALSE,919191,,
136572F,MP_1864,Active,Chuck Taylor All Star Multi Tongue,Carmine Rose,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,01/01/13,13 Spring,Runout,197,,,,,FALSE,EE1289,,
136563F,MP_148,Active,Chuck Taylor All Star,Mirage Grey,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,01/23/13,03/01/13,13 Spring,Runout,513,,,,,FALSE,E5E5E5,,
136555C,MP_1867,Active,Chuck Taylor All Star,Black/White,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Rock,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,01/23/13,01/01/13,13 Spring,Runout,222,,,,,FALSE,0,FFFFFF,
136554C,MP_1867,Active,Chuck Taylor All Star,Black/Olive Drab,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Rock,regular,Chuck Size Chart,Runs a half-size large,60,44.99,,01/11/13,01/01/13,13 Spring,Runout,185,,,,,FALSE,808000,0,
136552F,,Active,Chuck Taylor All Star,Athletic Navy/Garden Glade,Hi,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Hawaiian Print,regular,Chuck Size Chart,Runs a half-size large,60,0,,03/29/13,03/01/13,13 Spring,Runout,197,,,,,FALSE,,,
136551C,,Pending,Chuck Taylor All Star Chuckout,Varsity Red,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,222,,,,,FALSE,,,
136550C,,Pending,Chuck Taylor All Star Chuckout,Bleached Sand,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,345,,,,,FALSE,,,
136548C,,Pending,Chuck Taylor All Star Chuckout,Athletic Navy,Low,Cotton,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Chuckout,regular,Chuck Size Chart,Runs a half-size large,55,0,,,02/01/13,13 Spring,Runout,431,,,,,FALSE,,,
136542C,,Pending,Sandstar,Neon Pink/ Prism Pink,,Synthetic,Womens,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,92,,,,,FALSE,,,
136540C,,Pending,Sandstar,Neon Blue/ Atoll,,Synthetic,Womens,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,74,,,,,FALSE,,,
136537C,,Pending,Sandstar,Frost Gray,,Synthetic,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,197,,,,,FALSE,,,
136534C,,Pending,Sandstar,Black,,Synthetic,Unisex,ALL STAR,Chuck Taylor,Chuck  Taylor?-Extensions,Sandstar,regular,Chuck Size Chart,Runs a half-size large,20,0,,,02/01/13,13 Spring,Runout,246,,,,,FALSE,,,
136522C,MP_1872,Active,Pro Leather,Black/White,Mid,Leather,Unisex,CONS,Sport Authentics,Lifestyle,All Star,regular,Standard Size Chart,Runs true to size,70,0,,02/01/13,01/01/13,13 Spring,Runout,80,,,,,FALSE,0,FFFFFF,
136516C,,Active,Pro Leather Naut,Dusty Blue/Black/Milk,Mid,Cotton,Unisex,CONS,Sport Authentics,Sport Authentics,Pro Leather,regular,Standard Size Chart,Runs true to size,60,0,,03/29/13,02/01/13,13 Spring,Runout,46,,,,,FALSE,,,
136515C,,Active,Pro Leather Naut,Black/Viridian Green/Milk,Mid,Cotton,Unisex,CONS,Sport Authentics,Sport Authentics,Pro Leather,regular,Standard Size Chart,Runs true to size,60,0,,02/07/13,02/01/13,13 Spring,Runout,82,,,,,FALSE,,,
136514C,MP_1903,Active,Converse by John Varvatos Star Player,Tarmac/Turtledove,Low,Leather,Unisex,CONS,Sport Authentics,Sport Authentics,Varvatos,regular,Standard Size Chart,Runs true to size,150,0,,03/28/13,03/01/13,13 Spring,Runout,55,,,,,FALSE,CDC9A5,FFFFF0,
136510C,,Pending,Jack Purcell Slip LP,Olive Drab,Slip,Cotton,Unisex,JACK PURCELL,Jack Purcell,Jack Purcell?,Stone Wash Textile,regular,Jack Size Chart,Runs true to size,70,0,,,02/01/13,13 Spring,Runout,68,,,,,FALSE,,,
136267C,,Active,Chuck Taylor Chinese New Year,Tango Red,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,CHinese New Year,regular,Chuck Size Chart,Runs a half-size large,85,0,,01/22/13,01/01/13,13 Spring,Runout,747,,,,,FALSE,,,
136117C,,Active,Chuck Taylor Chinese New Year,Tango Red/Brown,Low,Textile,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Chinese New Year,regular,Chuck Size Chart,Runs a half-size large,75,0,,01/22/13,01/01/13,13 Spring,Runout,533,,,,,FALSE,,,
136113C,,Active,Chuck Taylor Chinese New Year,Tawny Brown,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,CHinese New Year,regular,Chuck Size Chart,Runs a half-size large,100,0,,01/14/13,01/01/13,13 Spring,Runout,853,,,,,FALSE,,,
136112C,,Active,Chuck Taylor Chinese New Year,Black,Low,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Chinese New Year,regular,Chuck Size Chart,Runs a half-size large,100,0,,01/14/13,01/01/13,13 Spring,Runout,960,,,,,FALSE,,,
136111C,,Active,Chuck Taylor Chinese New Year,Black,Hi,Leather,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,CHinese New Year,regular,Chuck Size Chart,Runs a half-size large,100,0,,01/14/13,01/01/13,13 Spring,Runout,1067,,,,,FALSE,,,
135868C,,Active,Chuck Taylor Green Day- Dookie,White/Gold,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,Green Day,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/22/13,01/01/13,13 Spring,Runout,800,,,,,FALSE,,,
135837f,,Active,Chuck Taylor Green Day,Black/Red,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Collaborations,Green Day,regular,Chuck Size Chart,Runs a half-size large,60,0,,02/21/13,01/01/13,13 Spring,Runout,1170,,,,,FALSE,,,
135514F,,Pending,Chuck Taylor All Star,Snorkel Blue,Low,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,50,0,,,03/01/13,13 Spring,Runout,880,,,,,FALSE,,,
135511F,,Pending,Chuck Taylor All Star,Snorkel Blue,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Seasonals,regular,Chuck Size Chart,Runs a half-size large,55,0,,,03/01/13,13 Spring,Runout,726,,,,,FALSE,,,
135300F,,Pending,Chuck Taylor All Star,Olive Branch,Low,Canvas,Mens,ALL STAR,Chuck Taylor,Chuck Taylor?-Extensions,Low Profile,regular,Chuck Size Chart,Runs a half-size large,55,0,,,01/01/13,13 Spring,Runout,246,,,,,FALSE,,,
132439C,,Active,Chuck Taylor All Star ,Black / Amaranth Purple,Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Collaborations,DC Comics,regular,Chuck Size Chart,Runs a half-size large,60,0,,,02/01/13,13 Spring,Runout,500,,,,,FALSE,,,
130607C,,Pending,Pro Leather,,,,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor?-Seasonal,Chinese New Year,regular,Chuck Size Chart,Runs a half-size large,120,0,,,01/01/13,13 Spring,Runout,587,,,,,FALSE,,,
129714C,MP_1683,Pending,Sea Star LS,Black/White,Low,Suede,Mens,CONS,Action Culture,Converse Skateboarding,Converse Skateboarding,regular,Standard Size Chart,Runs true to size,50,39.99,,,01/01/13,13 Spring,Runout,148,,,,,FALSE,0,FFFFFF,
105383F,MP_1518,Active,Chuck Taylor All Star,Black Monochrome,XX-Hi,Canvas,Unisex,ALL STAR,Chuck Taylor,Chuck Taylor? -Iterations,Extended Height,regular,Chuck Size Chart,Runs a half-size large,75,0,,12/20/12,01/01/13,13 Spring,Runout,800,,,,,FALSE,0,,
