"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","ProductType","SizeChart","SizeChartMessaging","Price","SalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","FOB","APS","ProdManOnly","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","destCustomizeSKU","destCustomizeMetricID"
"CB597350",,"Online","Chuck Taylor Nylon Cinch Bag","Grapeleaf",,"Nylon","Unisex",,"Accessories","Bags",,"regular","Standard Size Chart",,12,8.99,,41106,41114,"12 Fall","Clearance",,,,,,0,,,"CB31597",,"N",,
"CB597400",,"Online","Chuck Taylor Nylon Cinch Bag","Athletic Navy",,"Nylon","Unisex",,"Accessories","Bags",,"regular","Standard Size Chart",,12,8.99,,41106,41114,"12 Fall","Clearance",,,,,,0,,,"CB31597",,"N",,
"CB597955",,"Online","Chuck Taylor Nylon Cinch Bag","Black/Grey",,"Nylon","Unisex",,"Accessories","Bags",,"regular","Standard Size Chart",,12,8.99,,41106,41114,"12 Fall","Clearance",,,,,,0,,,"CB31597",,"N",,
"125663C",,"Online","Chuck Taylor Outsider","Chocolate","Hi","Leather","Men","ALL STAR","Chuck Taylor","Chuck Taylor?-Extensions","Outsiders","regular","Chuck Size Chart","Runs a half-size large",90,54.99,,40787,40725,"11 Fall","Runout",240,,,,,0,,,,,"N",,
"640509F",,"Offline","Chuck Taylor Paraside Pink Hi","Paradise Pink","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Party","regular","Kids- ExtKids","Runs a half-size large",37,,,,07/01/2013,"13 Fall","Runout",154.838709677419,,,,,0,,,,"pending","N",,
"642024F",,"Offline","Chuck Taylor Party","Grey / Multi","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Party","regular","Kids- ExtKids","Runs a half-size large",37,,,,11/01/2013,"13 Holiday","Runout",258.064516129032,,,,,0,,,,"pending","N",,
"640510F",,"Offline","Chuck Taylor Party","Black","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Party","regular","Kids- ExtKids","Runs a half-size large",37,,,,07/01/2013,"13 Fall","Runout",258.064516129032,,,,,0,,,,"pending","N",,
"640511F",,"Offline","Chuck Taylor Party","Paradise Pink","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Party","regular","Kids- ExtKids","Runs a half-size large",37,,,,07/01/2013,"13 Fall","Runout",309.677419354839,,,,,0,,,,"pending","N",,
"HA665002",,"Online","Chuck Taylor Patch Hat","Phantom Black",,"Cotton Twill","Unisex",,"Accessories","Headwear",,"regular","Standard Size Chart",,22,0,,40967,40962,"12 Spring","Runout",120,,,,,0,,,"HA31665",,"N",,
"HA665050",,"Online","Chuck Taylor Patch Hat","Castlerock Grey",,"Cotton Twill","Unisex",,"Accessories","Headwear",,"regular","Standard Size Chart",,22,0,,40967,40962,"12 Spring","Runout",60,,,,,0,,,"HA31665",,"N",,
"HA665400",,"Online","Chuck Taylor Patch Hat","Navy Blue",,"Cotton Twill","Unisex",,"Accessories","Headwear",,"regular","Standard Size Chart",,22,0,,41130,41114,"12 Fall","Runout",,,,,,0,,,"HA31665",,"N",,
"HA665600",,"Online","Chuck Taylor Patch Hat","Red",,"Cotton Twill","Unisex",,"Accessories","Headwear",,"regular","Standard Size Chart",,22,0,,40967,40962,"12 Spring","Runout",48,,,,,0,,,"HA31665",,"N",,
"640534C",,"Offline","Chuck Taylor Platform Zip","Pink","Hi","Cotton","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Extensions                  ","Platform","regular","Kids- ExtKids","Runs a half-size large",52,,,,11/01/2013,"13 Holiday","Runout",320,,,,,0,,,,"pending","N",,
"640535C",,"Offline","Chuck Taylor Platform Zip","Black","Hi","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Extensions                  ","Platform","regular","Kids- ExtKids","Runs a half-size large",52,,,,11/01/2013,"13 Holiday","Runout",369.230769230769,,,,,0,,,,"pending","N",,
"530107C",,"Online","Chuck Taylor Playlite","Black","Low","Canvas","Women",,"Chuck Taylor","Chuck Taylor®-Extensions                  ","Playlite","regular","Womens Size Chart","Runs true to size",45,,,,,"12 Spring","Runout",,,,,,0,,,,"pending","N",,
"530110C",,"Online","Chuck Taylor Playlite","Egret","Low","Canvas","Women",,"Chuck Taylor","Chuck Taylor®-Extensions                  ","Playlite","regular","Womens Size Chart","Runs true to size",45,,,,,"12 Spring","Runout",,,,,,0,,,,"pending","N",,
"135303C","MP_1813","Online","Chuck Taylor Premium Wool","Olive","Hi","Wool","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Waxed Wool","regular","Chuck Size Chart","Runs a half-size large",125,89.99,,41207,41183,"12 Holiday","Runout",135,,,,,0,"8E8E38",,,,"N",,
"535420C","MP_1823","Online","Chuck Taylor Premium Wool Sequin","Black Sequin","Low","Wool","Women","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Wool Sequins","regular","Womens Size Chart","Runs true to size",100,69.99,,41221,41183,"12 Holiday","Runout",246,,,,,0,0,,,,"N",,
"540230C",,"Offline","Chuck Taylor PU Rhinestone","Black","Hi","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Chuck Taylor®-Seasonal","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",85,,,,11/01/2013,"13 Holiday","Runout",221.538461538461,,,,,0,,,,"pending","N",,
"540231C",,"Offline","Chuck Taylor PU Rhinestone","White","Low","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Chuck Taylor®-Seasonal","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",85,,,,11/01/2013,"13 Holiday","Runout",123.076923076923,,,,,0,,,,"pending","N",,
"540232C",,"Offline","Chuck Taylor PU Rhinestone","Black Mono","Low","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Chuck Taylor®-Seasonal","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",80,,,,11/01/2013,"13 Holiday","Runout",184.615384615385,,,,,0,,,,"pending","N",,
"640474F",,"Offline","Chuck Taylor Quilted Twisteez","Pink","Low","Textile","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",356.923076923077,,,,,0,,,,"pending","N",,
"640475F",,"Offline","Chuck Taylor Quilted Twisteez","Black","Low","Textile","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",307.692307692308,,,,,0,,,,"pending","N",,
"640479C",,"Offline","Chuck Taylor Sharon Boot","Brown","Hi","Leather","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",62,,,,11/01/2013,"13 Holiday","Runout",209.230769230769,,,,,0,,,,"pending","N",,
"640480C",,"Offline","Chuck Taylor Sharon Boot","Charcoal","Hi","Suede","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",62,,,,11/01/2013,"13 Holiday","Runout",258.461538461538,,,,,0,,,,"pending","N",,
"141275C",,"Offline","Chuck Taylor Side Studs","Belgua","Hi","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Side Studs","regular","Chuck Size Chart","Runs a half-size large",80,,,,10/01/2013,"13 Holiday","Runout",591,,,,,0,,,,"pending","N",,
"141276C",,"Offline","Chuck Taylor Side Studs","Elepant Skin","Hi","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Side Studs","regular","Chuck Size Chart","Runs a half-size large",80,,,,10/01/2013,"13 Holiday","Runout",443,,,,,0,,,,"pending","N",,
"141322C",,"Offline","Chuck Taylor Side Zip Snake","Etoile","Hi","Suede","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Side Zip","regular","Chuck Size Chart","Runs a half-size large",85,,,,11/01/2013,"13 Holiday","Runout",147.692307692308,,,,,0,,,,"pending","N",,
"141323C",,"Offline","Chuck Taylor Side Zip Snake","Black","Hi","Suede","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Side Zip","regular","Chuck Size Chart","Runs a half-size large",85,,,,11/01/2013,"13 Holiday","Runout",221.538461538461,,,,,0,,,,"pending","N",,
"142037C",,"Offline","Chuck Taylor Simpsons","Black / multi","Hi","Canvas","Unisex","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,,,,11/01/2013,"13 Holiday","Runout",676.923076923077,,,,,0,,,,"pending","N",,
"142047C",,"Offline","Chuck Taylor Simpsons","Grey Violet / Multi","Hi","Canvas","Unisex","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,,,,11/01/2013,"13 Holiday","Runout",553.846153846154,,,,,0,,,,"pending","N",,
"642037F",,"Offline","Chuck Taylor Simpsons","Black / multi","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",123.076923076923,,,,,0,,,,"pending","N",,
"642047F",,"Offline","Chuck Taylor Simpsons","Grey Violet / Multi","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",147.692307692308,,,,,0,,,,"pending","N",,
"742037F",,"Offline","Chuck Taylor Simpsons","Black / multi","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Kids - Toddler","Runs a half-size large",37,,,,11/01/2013,"13 Holiday","Runout",61.5384615384615,,,,,0,,,,"pending","N",,
"742047F",,"Offline","Chuck Taylor Simpsons","Grey Violet / Multi","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Kids - Toddler","Runs a half-size large",37,,,,11/01/2013,"13 Holiday","Runout",61.5384615384615,,,,,0,,,,"pending","N",,
"742080F",,"Offline","Chuck Taylor Simpsons","Black / White","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Kids - Toddler","Runs a half-size large",37,,,,11/01/2013,"13 Holiday","Runout",800,,,,,0,,,,"pending","N",,
"540224F",,"Offline","Chuck Taylor Skulls","Black","Hi","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",60,,,,11/01/2013,"13 Holiday","Runout",430.769230769231,,,,,0,,,,"pending","N",,
"540225F",,"Offline","Chuck Taylor Skulls","Black","Low","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",55,,,,11/01/2013,"13 Holiday","Runout",492.307692307692,,,,,0,,,,"pending","N",,
"540226F",,"Offline","Chuck Taylor Skulls","Purple","Low","Canvas","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Rock Craftmanship","regular","Womens Size Chart","Runs true to size",55,,,,11/01/2013,"13 Holiday","Runout",344.615384615385,,,,,0,,,,"pending","N",,
"136371C",,"Online","Chuck Taylor Slim Leather","Burnt Henna","Low","Leather","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Low Profile SMU","regular","Chuck Size Chart","Runs a half-size large",70,29.99,,41226,41183,"12 Fall","Runout",,,,,,0,,,,,"N",,
"1T366",,"Online","Chuck Taylor Slip","Black","Slip","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"1X841",,"Online","Chuck Taylor Slip","Charcoal/Orange","Slip","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"7X228F",,"Online","Chuck Taylor Slip (1-3.5 yr)","Charcoal","Slip","Canvas","Infants",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,,,,,"11 Holiday","Runout",,,,,,0,,,,"pending","N",,
"3T079",,"Online","Chuck Taylor Slip (4-7 yr)","Navy","Low","Canvas","Youth",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Kids-Youth","Runs a half-size large",37,,,,,"11 Holiday","Runout",,,,,,0,,,,"pending","N",,
"626086C",,"Offline","Chuck Taylor Sneaker Boot","Brown","Hi","Leather","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",47,,,,08/01/2013,"13 Fall","Runout",120,,,,,0,,,,"pending","N",,
"626087C",,"Offline","Chuck Taylor Sneaker Boot","Black","Hi","Leather","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",47,"#VALUE!",,,08/01/2013,"13 Fall","Runout",120,,,,,0,,,,"pending","N",,
"640498C",,"Offline","Chuck Taylor Sneaker Boot","Phantom","Hi","Suede","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",47,,,,10/01/2013,"13 Holiday","Runout",283,,,,,0,,,,"pending","N",,
"640500C",,"Offline","Chuck Taylor Sneaker Boot","Kangaroo","Hi","Suede","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Kids Boots","regular","Kids- ExtKids","Runs a half-size large",47,,,,10/01/2013,"13 Holiday","Runout",308,,,,,0,,,,"pending","N",,
"K09426","MP_2047","Online","Chuck Taylor Sneaker Keychain","Amazon Green","Hi","Cotton","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,"Our most iconic sneaker goes from courts to keys. Keychain with miniature version of our Chuck Taylor? All Star?. ",39861,,"09 Spring","Carry Over",,,,,,0,,,,,"N",,
"K41732","MP_2047","Offline","Chuck Taylor Sneaker Keychain","Mermaid","Hi",,"Unisex",,"Accessories","Keychains",,"regular",,,8,0,,,41456,"13 Fall","Runout",200,,,,,0,,,,"pending","N",,
"K41733","MP_2047","Offline","Chuck Taylor Sneaker Keychain","Old Gold/Black/White","Hi",,"Unisex",,"Accessories","Keychains",,"regular",,,8,0,,,41456,"13 Fall","Runout",100,,,,,0,,,,"pending","N",,
"K03971","MP_2047","Online","Chuck Taylor Sneaker Keychain","UK",,"Canvas","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,8,0,,41219,41244,"12 Holiday","Runout",144,,,,,0,,,,,"N",,
"K03972","MP_2047","Offline","Chuck Taylor Sneaker Keychain","Italy",,,"Unisex",,"Accessories","Accessories",,"regular","Standard Size Chart",,8,0,,,41334,"13 Spring","Runout",,,,,,0,,,,"pending","N",,
"K10194","MP_2047","Online","Chuck Taylor Sneaker Keychain","Black",,"Cotton","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,"Our most iconic sneaker goes from courts to keys. Keychain with miniature version of our Chuck Taylor? All Star?. ",39861,,"09 Spring","Carry Over",,,,,,0,,,,,"N",,
"K10195","MP_2047","Online","Chuck Taylor Sneaker Keychain","Pink",,"Cotton","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,"Our most iconic sneaker goes from courts to keys. Keychain with miniature version of our Chuck Taylor? All Star?. ",39861,,"09 Spring","Carry Over",,,,,,0,,,,,"N",,
"K10196","MP_2047","Online","Chuck Taylor Sneaker Keychain","Red",,"Cotton","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,"Our most iconic sneaker goes from courts to keys. Keychain with miniature version of our Chuck Taylor? All Star?. ",39861,,"09 Spring","Carry Over",,,,,,0,,,,,"N",,
"K13297","MP_2047","Online","Chuck Taylor Sneaker Keychain","Purple",,"Canvas","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,,40379,,"10 Fall","Carry Over",,,,,,0,,,,,"N",,
"K13348","MP_2047","Online","Chuck Taylor Sneaker Keychain","Charcoal",,"Cotton","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,6,0,,40506,40513,"10 Holiday","Carry Over",200,,,,,0,,,,,"N",,
"K26248","MP_2047","Online","Chuck Taylor Sneaker Keychain","Red/White/Blue",,"Cotton","Unisex",,"Accessories","Accessories","Key Chain","regular","Standard Size Chart",,8,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"K36032","MP_2047","Online","Chuck Taylor Sneaker Keychain","Raspberry Sparkle",,"Canvas","Unisex",,"Accessories","Keychain",,"regular","Standard Size Chart",,8,3.99,,41226,41183,"12 Holiday","Runout",,,,,,0,,,,,"N",,
"K40447","MP_2047","Online","Chuck Taylor Sneaker Keychain","Neon Yellow",,"Cotton","Unisex",,"Accessories","Accessories",,"regular","Standard Size Chart",,8,0,,41361,41334,"13 Spring","Runout",,,,,,0,,,,,"N",,
"K40448","MP_2047","Online","Chuck Taylor Sneaker Keychain","Red Stars",,"Canvas","Unisex",,"Accessories","Accessories",,"regular","Standard Size Chart",,8,0,,,41334,"13 Spring","Runout",,,,,,0,,,,,"N",,
"K40636","MP_2047","Online","Chuck Taylor Sneaker Keychain","Navy Polka Dot",,"Cotton","Unisex",,"Accessories","Accessories",,"regular","Standard Size Chart",,8,0,,,41334,"13 Spring","Runout",,,,,,0,,,,,"N",,
"K40637","MP_2047","Online","Chuck Taylor Sneaker Keychain","Neon Blue/Pink",,"Cotton","Unisex",,"Accessories","Accessories",,"regular","Standard Size Chart",,8,0,,41361,41334,"13 Spring","Runout",,,,,,0,,,,,"N",,
"540388F",,"Offline","Chuck Taylor Snow Leopard","White","Low","Textile","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Snow Leopard","regular","Womens Size Chart","Runs true to size",55,,,,11/01/2013,"13 Holiday","Runout",467.692307692308,,,,,0,,,,"pending","N",,
"540389F",,"Offline","Chuck Taylor Snow Leopard","Black","Low","Textile","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Snow Leopard","regular","Womens Size Chart","Runs true to size",55,,,,11/01/2013,"13 Holiday","Runout",553.846153846154,,,,,0,,,,"pending","N",,
"735478F",,"Online","Chuck Taylor Sparkle (1 - 3.5 yrs)","Raspberry Sparkle","Low","Canvas","Infants",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,,,,,"12 Holiday","Runout",,,,,,0,,,,"pending","N",,
122093,,"Online","Chuck Taylor Stonewashed Canvas","Gray Violet","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,,,,,"11 Spring","Runout",,,,,,0,,,,"pending","N",,
122096,,"Online","Chuck Taylor Stonewashed Canvas","Jet Black","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",60,,,,,"11 Spring","Runout",,,,,,0,,,,"pending","N",,
"640496F",,"Offline","Chuck Taylor Street","Drizzle","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",37,,,,08/01/2013,"13 Fall","Runout",114.285714285714,,,,,0,,,,"pending","N",,
"640462F",,"Offline","Chuck Taylor Street","Black","Mid","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",37,,,,12/01/2013,"13 Holiday","Runout",251.428571428571,,,,,0,,,,"pending","N",,
"640547C",,"Offline","Chuck Taylor Street","Black","Mid","Leather","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",196.923076923077,,,,,0,,,,"pending","N",,
"640549C",,"Offline","Chuck Taylor Street","Pinecone","Mid","Leather","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",42,,,,11/01/2013,"13 Holiday","Runout",172.307692307692,,,,,0,,,,"pending","N",,
"740462F",,"Offline","Chuck Taylor Street","Black","Mid","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Street","regular","Kids - Toddler","Runs a half-size large",32,,,,12/01/2013,"13 Holiday","Runout",125.714285714286,,,,,0,,,,"pending","N",,
"637742C",,"Online","Chuck Taylor Street","Street Ox Navy",,"Washed Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Street","regular","Kids- ExtYouth","Runs a half-size large",32,0,,,41365,"13 Summer","Runout",147.6923077,,,,,0,,,,,"N",,
"637743C",,"Online","Chuck Taylor Street","Street Ox White",,"Washed Cotton","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Street","regular","Kids- ExtYouth","Runs a half-size large",37,0,,,41365,"13 Summer","Runout",221.5384615,,,,,0,,,,,"N",,
"640491F",,"Offline","Chuck Taylor Street Camo","Black","Mid","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Easy Slip","regular","Kids- ExtKids","Runs a half-size large",37,,,,11/01/2013,"13 Holiday","Runout",209.230769230769,,,,,0,,,,"pending","N",,
"740491F",,"Offline","Chuck Taylor Street Camo Black","Black","Mid","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Street","regular","Kids - Toddler","Runs a half-size large",32,,,,11/01/2013,"13 Holiday","Runout",110.769230769231,,,,,0,,,,"pending","N",,
"640492F",,"Offline","Chuck Taylor Street Mid","Kangaroo","Mid","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",37,,,,08/01/2013,"13 Fall","Runout",114.285714285714,,,,,0,,,,"pending","N",,
"640493F",,"Offline","Chuck Taylor Street Mid","Black/Gum","Mid","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Street","regular","Kids- ExtKids","Runs a half-size large",37,,,,08/01/2013,"13 Fall","Runout",160,,,,,0,,,,"pending","N",,
113981,,"Online","Chuck Taylor Studded Flag","Black/Silver","Hi","Textile","Unisex",,"Chuck Taylor","Chuck Taylor®-Iterations","Americana","regular","Chuck Size Chart","Runs a half-size large",100,,,,,"10 Spring","Runout",,,,,,0,,,,"pending","N",,
"640518F",,"Offline","Chuck Taylor Twisteez","Paradise Pink","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",37,,,,07/01/2013,"13 Fall","Runout",154.838709677419,,,,,0,,,,"pending","N",,
"640519F",,"Offline","Chuck Taylor Twisteez","Purple Cactus","Low","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",37,,,,07/01/2013,"13 Fall","Runout",322.58064516129,,,,,0,,,,"pending","N",,
"637302F",,"Online","Chuck Taylor Twisteez  (4-12 yr)","Black / Rose","Low","Canvas","ExtYouth",,"Chuck Taylor","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",37,,,,,"13 Summer","Runout",,,,,,0,,,,"pending","N",,
"637329F",,"Online","Chuck Taylor Twisteez  (4-12 yr)","Florida Keys Green","Low","Canvas","ExtYouth",,"Chuck Taylor","Chuck Taylor®-Iterations","Twisteez","regular","Kids- ExtKids","Runs a half-size large",37,,,,,"13 Summer","Runout",,,,,,0,,,,"pending","N",,
"640527C",,"Offline","Chuck Taylor Two Fold","Charcoal /purple","Hi","Canvas","Kids","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Washed Neon","regular","Kids- ExtKids","Runs a half-size large",37,,,,12/01/2013,"13 Holiday","Runout",125.714285714286,,,,,0,,,,"pending","N",,
"640522F",,"Offline","Chuck Taylor Two Fold Rhapody","rainbow","Hi","Canvas","Kids","All Star","Chuck Taylor","Chuck Taylor®-Iterations","Rainbow Wrap","regular","Kids- ExtKids","Runs a half-size large",37,,,,08/01/2013,"13 Fall","Runout",137.142857142857,,,,,0,,,,"pending","N",,
"141272C",,"Offline","Chuck Taylor US Flag","Varisty Red Multi","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Rock Craftmanship","regular","Chuck Size Chart","Runs a half-size large",90,,,,11/01/2013,"13 Holiday","Runout",861.538461538462,,,,,0,,,,"pending","N",,
"141783F",,"Offline","Chuck Taylor Velvet Studs","Grapeleaf","Hi","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,,,,11/01/2013,"13 Holiday","Runout",838.709677419355,,,,,0,,,,"pending","N",,
"141620C",,"Offline","Chuck Taylor Velvet Studs","Charcoal","Low","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",100,,,,11/01/2013,"13 Holiday","Runout",270.769230769231,,,,,0,,,,"pending","N",,
"141621C",,"Offline","Chuck Taylor Velvet Studs","Black","Low","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",100,,,,11/01/2013,"13 Holiday","Runout",307.692307692308,,,,,0,,,,"pending","N",,
"141784F",,"Offline","Chuck Taylor Velvet Studs","Grapeleaf","Low","Textile","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Chuck Size Chart","Runs a half-size large",50,,,,11/01/2013,"13 Holiday","Runout",1153.22580645161,,,,,0,,,,"pending","N",,
"136710C",,"Online","Chuck Taylor Washed Canvas","Belgua","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Washed","regular","Chuck Size Chart","Runs a half-size large",70,,,,10/01/2013,"13 Holiday","Runout",676.923076923077,,,,,0,,,,"pending","N",,
"136711C",,"Online","Chuck Taylor Washed Canvas","Stellar","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Washed","regular","Chuck Size Chart","Runs a half-size large",70,,,,10/01/2013,"13 Holiday","Runout",393.846153846154,,,,,0,,,,"pending","N",,
"136713C",,"Online","Chuck Taylor Washed Canvas","Drizzle","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Washed","regular","Chuck Size Chart","Runs a half-size large",65,,,,10/01/2013,"13 Holiday","Runout",676.923076923077,,,,,0,,,,"pending","N",,
"136716C",,"Offline","Chuck Taylor Washed Canvas","Off White","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Washed","regular","Chuck Size Chart","Runs a half-size large",65,"#VALUE!",,,10/01/2013,"13 Holiday","Runout",492.307692307692,,,,,0,,,,"pending","N",,
