"SKU","MasterProductID","Status","ProductName","Color","Cut","Material","Gender","BrandSegment","Pillar","MerchPlannerCategory","Collection","ProductType","SizeChart","SizeChartMessaging","Price","SalePrice","Description","ActualStartDate","TargetLaunchDate","InitialSeasonLaunch","LifeCycle","InitialPairsOrdered","NikeProductID","InstanceID","FOB","APS","ProdManOnly","MainColorHex","AccentColorHex","X Ref Style","Comments","CORE","destCustomizeSKU","destCustomizeMetricID"
"W40825",,"Online","1908 Premium- Large","Black",,"Suede","Men",,"Accessories","Watches",,"regular","Standard Size Chart",,85,0,,41306,41306,"13 Spring","Runout",20,,,,,0,,,,,"N",,
"W40827","MP_2000","Online","1908 Premium- Medium","White Wash",,"Canvas","Women",,"Accessories","Watches",,"regular","Standard Size Chart",,75,0,,41306,41306,"13 Spring","Runout",8,,,,,0,,,,,"N",,
"W40828","MP_2000","Online","1908 Premium- Medium","Black Wash",,"Canvas","Women",,"Accessories","Watches",,"regular","Standard Size Chart",,75,0,,41306,41306,"13 Spring","Runout",12,,,,,0,,,,,"N",,
"W38532","MP_2001","Online","1908- Remix","Black",,"Polyurethane","Unisex",,"Accessories","Watches",,"regular","Standard Size Chart",,75,0,,41169,41183,"12 Holiday","Runout",20,,,,,0,,,,,"N",,
"W38533","MP_2001","Online","1908- Remix","Glow in the Dark",,"Polyurethane","Unisex",,"Accessories","Watches",,"regular","Standard Size Chart","Runs true to size",75,,,,,"12 Holiday","Runout",,,,,,0,,,,"pending","N",,
"W38534","MP_2001","Online","1908- Remix","Pink",,"Polyurethane","Unisex",,"Accessories","Watches",,"regular","Standard Size Chart",,75,0,,41169,41183,"12 Holiday","Runout",20,,,,,0,,,,,"N",,
"W38535","MP_2001","Online","1908- Remix","Blue",,"Polyurethane","Unisex",,"Accessories","Watches",,"regular","Standard Size Chart",,75,0,,41169,41183,"12 Holiday","Runout",20,,,,,0,,,,,"N",,
9002438,,"Offline","2Pk Mn Boot Sock","Brown",,,"Men",,"Accessories","Accessories",,"regular","Standard Size Chart",,13,,,,11/01/2013,"13 Holiday","Runout",72,,,,,0,,,,"pending","N",,
9002403,,"Offline","3 Pk Men's Socks","WHITE/GREY/BLACK",,,"Men",,"Accessories","Socks",,"regular","Standard Size Chart",,9.99,0,,,41334,"13 Spring","Runout",200,,,,,0,,,,"pending","N",,
"5674001C",,"Online","3D Skulls Scoop Tee","Black",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,19.99,,41306,41306,"13 Spring","Runout",,,,,,0,,,"05674C",,"N",,
"140766C",,"Offline","All Star","Charcoal Grey/ Pinecone","Mid","Leather","Unisex","Cons","Sport Authentics","CONS","Leather","regular","Standard Size Chart","Runs true to size",70,,,,08/01/2013,"13 Fall","Runout",114.285714285714,,,,,0,,,,"pending","N",,
117329,,"Online","All Star Dr Seuss","Grenadine","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor® -Collaborations","Seuss","regular","Chuck Size Chart","Runs a half-size large",70,,,,,"10 Fall","Runout",,,,,,0,,,,"pending","N",,
"519203F",,"Online","All Star Dr. Seuss- Grinch","White/Pink","Hi","Canvas","Women",,"Chuck Taylor","Chuck Taylor® -Collaborations","Seuss","regular","Womens Size Chart","Runs true to size",65,44.99,,,,"10 Holiday","Runout",,,,,,0,,,,"pending","N",,
"719294F",,"Online","All Star Dr. Seuss- Grinch (Kids 1-3.5 yr)","Black/Print","Hi","Canvas","Infants",,"Chuck Taylor","Chuck Taylor® -Collaborations","Seuss","regular","Kids - Toddler","Runs a half-size large",32,24.99,,,,"10 Holiday","Runout",,,,,,0,,,,"pending","N",,
122182,,"Online","All Star Premium Flag"," White/Red/Blue","Hi","Canvas","Unisex",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Americana","regular","Chuck Size Chart","Runs a half-size large",90,,,,,"11 Summer","Runout",,,,,,0,,,,"pending","N",,
"00646105","MP_1459","Online","Allen Street Hoodie","Egret",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,0,"Playing Favorites.


This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.





100% Cotton. Made in China. Machine wash cold.",,41275,"13 Spring","Runout",,,,,,0,"FFFFF0",,,,"N",,
"00646414","MP_1459","Online","Allen Street Hoodie","Navy",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,54.99,"Playing Favorites.


This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.





Made in China. Machine wash cold.",,41275,"13 Spring","Runout",,,,,,0,"27408B",,,,"N",,
"00646507","MP_1459","Online","Allen Street Hoodie","Plum Pie",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,54.99,"Playing Favorites.


This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.





Made in China. Machine wash cold.",41239,41214,"12 Holiday","Runout",,,,,,0,"C71585",,,,"N",,
"006513C","MP_1459","Online","Allen Street Hoodie","Lavender",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,54.99,"Playing Favorites.
This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.



Made in China. Machine wash cold.",40961,40962,"12 Spring","Runout",30,,,,,0,"CDB5CD",,"00646C",,"N",,
"006622C","MP_1459","Online","Allen Street Hoodie","Bright Flamingo",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,54.99,"Playing Favorites.
This  hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.



Made in China. Machine wash cold.",40961,40962,"12 Spring","Runout",24,,,,,0,"FF6A6A",,"00646C",,"N",,
"0646548C","MP_1459","Online","Allen Street Hoodie","Chalk Violet",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,0,"Playing Favorites.


This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.





100% Cotton. Made in China. Machine wash cold.",41362,41365,"13 Summer","Runout",41,,,,,0,"EED2EE",,"00646C",,"N",,
"R202W105","MP_1459","Online","Allen Street Hoodie","Egret",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,0,"Playing Favorites.
This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.



100% Cotton. Made in China. Machine wash cold.",40764,40764,"11 Fall","Runout",,,,,,0,"FFFFFF",,"R210W202",,"N",,
"R443W202","MP_1459","Online","Allen Street Hoodie","Tapestry",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,54.99,"Playing Favorites.
This garment dyed hoodie with tonal drawstrings and asymmetrical zipper plays well with others. 100% dense rugby jersey cotton.



100% Cotton. Made in China. Machine wash cold.",40764,40764,"11 Fall





11


Fall","Runout",,,,,,0,"1874CD",,,,"N",,
"00646002","MP_1459","Online","Allen Street Hoodie","Phantom",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,,,,,"10 Fall","Runout",,,,,,0,,,,"pending","N",,
"00646220","MP_1459","Online","Allen Street Hoodie","Stone Grey",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,,,,,"10 Fall","Runout",,,,,,0,,,,"pending","N",,
"0646648C","MP_1459","Offline","Allen Street Hoodie","Burgundy",,,"Women",,"Apparel","Tees",,"regular","Standard Size Chart",,78,,,,09/01/2013,"13 Fall","Runout",20,,,,,0,,,"00646C","pending","N",,
"R002W202","MP_1459","Online","Allen Street Hoodie","Phantom",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,,,,,"10 Fall","Runout",,,,,,0,,,,"pending","N",,
"R220W202","MP_1459","Online","Allen Street Hoodie","Stone Grey",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",78,,,,,"10 Fall","Runout",,,,,,0,,,,"pending","N",,
"03572C",,"Online","AMK CNVRS BITE STTCH CRW","Castlerock",,"Cotton","Men",,"Apparel","Hoodies",,"regular","Standard Size Chart",,48,0,,,41365,"13 Summer","Runout",13,,,,,0,,,,,"N",,
"03541C",,"Online","AMK CONVERSE SCRIPT FZ HD","Vintage Grey",,"Cotton & Polyester","Men",,"Apparel","Hoodies",,"regular","Standard Size Chart",,58,0,,,41365,"13 Summer","Runout",26,,,,,0,,,,,"N",,
"03565C",,"Online","AMK CONVERSE STANDARD CRW","Navy Heather",,"Cotton","Men",,"Apparel","Hoodies",,"regular","Standard Size Chart",,48,0,,,41365,"13 Summer","Runout",6,,,,,0,,,,,"N",,
"03568C",,"Offline","AMK STAMP CONVERSE FZ HD","Vanilla Ice",,,"Men",,"Apparel","Hoodies",,"regular","Standard Size Chart",,58,0,,,41365,"13 Summer","Runout",32,,,,,0,,,,"pending","N",,
1431030,,"Online","Assymetrical Moto Jacket","Charcoal Grey",,"Cotton","Women",,"Apparel","Jackets",,"regular","Standard Size Chart",,128,89.99,,41142,41114,"12 Fall","Runout",,,,,,0,,,,,"N",,
"136699C","MP_2002","Online","Auckland Racer","Beluga/Biscuit","Low","Leather","Unisex","CONS","Sport Authentics","Sport Authentics","Auckland Racer","regular","Standard Size Chart","Runs true to size",110,0,,,41365,"13 Summer","Runout",92.30769231,,,,,0,,,,,"N",,
"136701C","MP_2002","Online","Auckland Racer","Moonbeam/Faded Rose","Low","Leather","Unisex","CONS","Sport Authentics","Sport Authentics","Auckland Racer","regular","Standard Size Chart","Runs true to size",110,0,,,41306,"13 Spring","Runout",61.53846154,,,,,0,,,,,"N",,
"136947C",,"Online","Auckland Racer","Limestone","Low","Suede","Unisex",,"Sport Authentics","CONS","Heritage Basketball","regular","Standard Size Chart","Runs true to size",65,,,,,"13 Spring","Runout",,,,,,0,,,,"pending","N",,
"02362C",,"Online","Authenttic V-Neck Tee","Grey",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,19.99,,41228,41214,"12 Holiday","Runout",,,,,,0,,,"02362C",,"N",,
"132880C","MP_1675","Online","Badge II","Chocolate Truffle","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",50,0,,,,,,,,,,,1,"8B4513",,,,"N",,
"132881C","MP_1675","Online","Badge II","Strong Blue/White","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",50,0,,,,,,,,,,,1,"1C86EE","f8f8ff",,,"N",,
"132882C","MP_1675","Online","Badge II","Black/Purple","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",50,0,,,,,,,,,,,1,0,"9400D3",,,"N",,
"132883C","MP_1675","Online","Badge II","Lunar Rock/Wht/Blk","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",50,0,,,,,,,,,,,1,"CDCDC1",0,,,"N",,
"136906C",,"Online","Badge II","Tan/Brown",,"Canvas","Men",,"CONS","Skate","CONS","regular",,"Runs true to size",50,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"136907C",,"Online","Badge II","Black/Purple",,"Canvas","Men",,"CONS","Skate","CONS","regular",,"Runs true to size",50,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"136908C",,"Online","Badge II","Cloisonne Blue",,"Suede","Men",,"CONS","Skate","CONS","regular",,"Runs true to size",50,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"136909C",,"Online","Badge II","Phaeton Grey",,"Canvas","Men",,"CONS","Skate","CONS","regular",,"Runs true to size",50,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"136910C",,"Online","Badge II","Green/Red",,"Suede","Men",,"CONS","Skate","CONS","regular",,"Runs true to size",50,,,,,,"Runout",,,,,,0,,,,"pending","N",,
"4363112C","MP_2005","Online","Baja Beach Hoodie","Bone White",,"Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart",,58,0,,,41395,"13 Summer","Runout",12,,,,,0,,,,,"N",,
"4363410C","MP_2005","Online","Baja Beach Hoodie","Navy",,"Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart",,58,0,,,41395,"13 Summer","Runout",6,,,,,0,,,,,"N",,
"136902C","MP_1679","Online","Ballard","Black/White/Blithe","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",55,0,,,,,,,,,,,1,0,,,,"N",,
"136903C","MP_1679","Online","Ballard","Nine Iron/White/Citrus","Low","Suede","Men","CONS","Skate",,,"regular","Standard Size Chart","Runs true to size",55,0,,,,,,,,,,,1,575757,,,,"N",,
9002395,,"Online","Basic Low-Cut: 3-pack","White/Grey","Low","Cotton","Men",,"Accessories","Socks",,"regular","Standard Size Chart",,9.99,0,,41361,41334,"13 Spring","Runout",200,,,,,0,,,,,"N",,
"06089C",,"Online","Beach Scene Scoop","Vintage Grey",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",,,,,,0,,,,,"N",,
"06395C",,"Online","Beach Scene V Neck","Vintage Grey",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",,,,,,0,,,,,"N",,
"R511M088",,"Online","Beacon Straight Denim","Tribal",,"100% Cotton","Men",,"Apparel","Pants & Shorts",,"regular","Standard Size Chart",,78,54.99,,40764,40764,"11 Fall","Runout",,,,,,0,,,"R210M511-088",,"N",,
"05089C",,"Online","BEAUJOLAIS CONVERSE VNK TEE","BEAUJOLAIS",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",20,,,,,0,,,"05089C","pending","N",,
"06082C",,"Online","BEAUJOLAIS PAPER SKULL SCOOP TEE","BEAUJOLAIS",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",12,,,,,0,,,"06082C","pending","N",,
2006502,,"Online","Birds V-Neck Tee","Crown Jewel Purple",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,34,23.99,,41159,41114,"12 Fall","Runout",,,,,,0,,,,,"N",,
"05839C",,"Offline","Black Heather W14 Stacked Converse Vneck Tee","Black Heather",,,"Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,11/01/2013,"13 Holiday","Runout",47,,,,,0,,,"05839C","pending","N",,
9002343,,"Online","Boot Sock- 3 pk","Black",,"Cotton","Men",,"Accessories","Socks",,"regular","Standard Size Chart",,14,0,,41277,41214,"12 Holiday","Runout",96,,,,,0,,,,,"N",,
"6065100C",,"Online","BRIGHT WHITE AMERICAN ROCK GRX 1","BRIGHT WHITE",,,"Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",22,,,,,0,,,"6065100C","pending","N",,
"06088C",,"Online","BRIGHT WHITE FALLEN FTHRS SCOOP","WHITE",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",19,,,,,0,,,"06088C","pending","N",,
9002214,"MP_2003","Online","Broken Stripe Crew Socks- 2pk","Brown/Red",,"Cotton & Nylon","Men",,"Accessories","Socks",,"regular","Standard Size Chart",,10,0,,40805,40770,"11 Fall","Runout",,,,,,0,,,,,"N",,
9002215,"MP_2003","Online","Broken Stripe Crew Socks- 2pk","Grey/Black",,"Cotton & Nylon","Men",,"Accessories","Accessories","Socks","regular","Standard Size Chart",,10,,,,,"11 Fall","Runout",,,,,,0,,,,"pending","N",,
9002216,"MP_2003","Online","Broken Stripe Crew Socks- 2pk","Navy Blue",,"Cotton & Nylon","Men",,"Accessories","Socks",,"regular","Standard Size Chart",,10,0,,40805,40770,"11 Fall","Runout",,,,,,0,,,,,"N",,
2035030,"MP_2006","Online","Burnout Allen Street Hoodie","Charcoal Grey",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,59.99,,,,"11 Fall","Runout",,,,,,0,,,,"pending","N",,
2035352,"MP_2006","Online","Burnout Allen Street Hoodie","Bright Emerald",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,59.99,,,,"11 Fall","Runout",,,,,,0,,,,"pending","N",,
2035414,"MP_2006","Online","Burnout Allen Street Hoodie","Nighttime Navy",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,59.99,,,,"11 Fall","Runout",,,,,,0,,,,"pending","N",,
2035655,"MP_2006","Online","Burnout Allen Street Hoodie","Raspberry",,"100% Cotton","Women",,"Apparel","Hoodies",,"regular","Standard Size Chart","Runs true to size",88,59.99,,,,"11 Fall","Runout",,,,,,0,,,,"pending","N",,
2005002,,"Online","Butterfly Cropped Scoop Tee","Phantom",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,34,24.99,,41159,41114,"12 Fall","Runout",,,,,,0,,,,,"N",,
"06075C",,"Online","CHARCOAL MARL AMERICAN ROCK TOV","CHARCOAL MARL",,"100% Cotton","Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",23,,,,,0,,,"06075C","pending","N",,
"04834C",,"Offline","CHARCOAL MARL PUNK RCK IS GOOD SS CRW T","CHARCOAL MARL",,,"Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,06/01/2013,"13 Spring","Runout",31,,,,,0,,,"04834C","pending","N",,
"06068C",,"Offline","Charcoal Marl Star Chevron Play","Charcoal",,,"Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",37,,,,,0,,,,"pending","N",,
"5311642C",,"Offline","Chuck Patch Crew Neck Tee","Varsity Red",,,"Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,,,,07/01/2013,"13 Fall","Runout",30,,,,,0,,,"05311C","pending","N",,
"P039W001","MP_1238","Online","Chuck Patch Scoop Tee","Jet Black",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,19.99,"Get the scoop.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41144,41114,"12 Fall","Runout",,,,,,0,0,,,,"N",,
"P039W035","MP_1238","Online","Chuck Patch Scoop Tee","Vintage Grey",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",34,24.99,"Get the scoop.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41144,41114,"12 Fall","Runout",,,,,,0,919191,,"P311W039",,"N",,
"P039W823","MP_1238","Online","Chuck Patch Scoop Tee","Hot Coral",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,19.99,"Get the scoop.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41124,41114,"12 Fall","Runout",,,,,,0,"FF6103",,"P311W039",,"N",,
"6067360C","MP_2004","Online","Chuck Patch Tee","Cerulean",,"100% Cotton","Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",60,,,,,0,,,,,"N",,
"6067647C","MP_2004","Online","Chuck Patch Tee","Cabernet",,"100% Cotton","Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",40,,,,,0,,,,,"N",,
"6067811C","MP_2004","Online","Chuck Patch Tee","Burnt Ochre",,"100% Cotton","Men",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",40,,,,,0,,,,,"N",,
"5661100C","MP_1853","Online","Chuck Patch V Neck Tee","Bright White",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,0,"Take the plunge.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41287,41275,"13 Spring","Runout",,,,,,0,"FFFFFF",,"05662C",,"N",,
"5662001C","MP_1853","Online","Chuck Patch V Neck Tee","Black",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",46,,,,,0,,,,,"N",,
"5662002C","MP_1853","Online","Chuck Patch V Neck Tee","Phantom",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,0,"Take the plunge.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41288,41275,"13 Spring","Runout",,,,,,0,595959,,"05662C",,"N",,
"5662035C","MP_1853","Online","Chuck Patch V Neck Tee","Vintage Grey Heather",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,0,"Take the plunge.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41288,41275,"13 Spring","Runout",,,,,,0,"B0B0B0",,"05662C",,"N",,
"5662548C","MP_1853","Online","Chuck Patch V Neck Tee","Chalk Violet",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart","Runs true to size",25,0,"Take the plunge.


Keep a low profile with this lightweight, deep neck tee with the iconic Chuck patch across the chest. 100% cotton.





Made in Peru. Machine wash cold Gentle cycle. Wash with like colors. Do not Bleach. Lay flat to Dry. Cool Iron if needed. Do not iron decorations.",41287,41275,"13 Spring","Runout",,,,,,0,"D8BFD8",,"05662C",,"N",,
"5662656C","MP_1853","Online","Chuck Patch V Neck Tee","Beaujolais",,"100% Cotton","Women",,"Apparel","Tees",,"regular","Standard Size Chart",,25,0,,,41365,"13 Summer","Runout",30,,,,,0,,,,,"N",,
"142080F",,"Offline","Chuck Taylor  Itchy  & Scratchy","Black / White","Low","Canvas","Unisex","All Star","Chuck Taylor","Chuck Taylor® -Collaborations","Simpsons","regular","Chuck Size Chart","Runs a half-size large",60,,,,11/01/2013,"13 Holiday","Runout",652.307692307692,,,,,0,,,,"pending","N",,
"540252F",,"Offline","Chuck Taylor  Sparkle","Purple","Low","Textile","Women","All Star","Chuck Taylor                  ","Chuck Taylor®-Seasonal                      ","Sparkle","regular","Womens Size Chart","Runs true to size",55,,,,11/01/2013,"13 Holiday","Runout",467.692307692308,,,,,0,,,,"pending","N",,
"135914C",,"Offline","Chuck Taylor  UK Flag","Navy Blue Multi","Hi","Canvas","Unisex","All Star","Chuck Taylor                  ","Chuck Taylor®-Iterations","Rock Craftmanship","regular","Chuck Size Chart","Runs a half-size large",90,,,,11/01/2013,"13 Holiday","Runout",923.076923076923,,,,,0,,,,"pending","N",,
"736811F",,"Online","Chuck Taylor (1-3.5 yr)","A. Blue","Hi","Canvas","Infants",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Kids - Toddler","Runs a half-size large",27,,,,,"12 Holiday","Runout",,,,,,0,,,,"pending","N",,
"709447F",,"Online","Chuck Taylor 2 Strap (1-3.5 yr)","Pink","Low","Canvas","Infants",,"Chuck Taylor","Chuck Taylor®-Seasonal                      ","Seasonals","regular","Kids - Toddler","Runs a half-size large",32,,,,,"09 Fall","Runout",,,,,,0,,,,"pending","N",,
"736565F","MP_1391","Online","Chuck Taylor All Star","Beach Glass","Low","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal Kids","Seasonals","regular","Kids - Toddler","Runs a half-size large",27,0,,41284,41244,"12 Holiday","Runout",140,,,,,0,"98F5FF",,,,"N",,
"3X841","MP_147","Online","Chuck Taylor All Star","Pink","Slip","Canvas","Kids","ALL STAR","Chuck Taylor","Chuck Taylor?-Core Kids","Core","regular","Kids-Youth","Runs a half-size large",37,0,,39156,,"07 Spring","Carry Over",60,,,,,0,"808A87",,,,"Y",,
"130123F","MP_148","Online","Chuck Taylor All Star","Dazzling Blue","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,40899,40909,"12 Spring","Runout",,,,,,0,"0000CD",,,,"N",,
"136560F","MP_148","Online","Chuck Taylor All Star","Baja Blue","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41263,41244,"12 Holiday","Runout",510,,,,,0,55,,,,"N",,
"136561F","MP_148","Online","Chuck Taylor All Star","Beach Glass","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,40911,41244,"12 Holiday","Runout",500,,,,,0,"00FFFF",,,,"N",,
"136563F","MP_148","Online","Chuck Taylor All Star","Mirage Grey","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41297,41334,"13 Spring","Runout",513.3333333,,,,,0,"E5E5E5",,,,"N",,
"136811C","MP_148","Online","Chuck Taylor All Star","A Blue","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41263,41244,"12 Holiday","Runout",606,,,,,0,"3D59AB",,,,"N",,
"136812C","MP_148","Online","Chuck Taylor All Star","Light Yellow","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41260,41244,"12 Holiday","Runout",780,,,,,0,"FFEC8B",,,,"N",,
"136813F","MP_148","Online","Chuck Taylor All Star","Olive","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41260,41244,"12 Holiday","Runout",304,,,,,0,808000,,,,"N",,
"136814C","MP_148","Online","Chuck Taylor All Star","Peach Cobbler","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41260,41244,"12 Holiday","Runout",122,,,,,0,"DEB887",,,,"N",,
"136815F","MP_148","Online","Chuck Taylor All Star","Red Clay","Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor?-Seasonal","Seasonals","regular","Chuck Size Chart","Runs a half-size large",55,0,,41260,41244,"12 Holiday","Runout",480,,,,,0,"CD3700",,,,"N",,
"105383F","MP_1518","Online","Chuck Taylor All Star","Black Monochrome","XX-Hi","Canvas","Unisex","ALL STAR","Chuck Taylor","Chuck Taylor? -Iterations","Extended Height","regular","Chuck Size Chart","Runs a half-size large",75,0,,41263,41275,"13 Spring","Runout",800,,,,,0,0,,,,"N",,
